Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Earned_Premium,Incurred_Loss,Incurred_Loss_Ratio,Paid_Loss,Outstanding_Reserve,Calendar_Year,As_At_Date
2525,2018,3,A1,GBP,30361825,14346184,0.4725,10818624,2113556,2021,2021-12-31
2525,2018,4,A1,GBP,30361825,17277584,0.5691,13353002,6156616,2022,2022-12-31
2525,2018,5,A1,GBP,30361825,21113531,0.6954,11170306,2370077,2023,2023-12-31
2525,2018,0,A2,GBP,44685625,8139780,0.1822,5251855,3561619,2018,2018-12-31
2525,2018,1,A2,GBP,44685625,12916462,0.2891,11091583,1412408,2019,2019-12-31
2525,2018,2,A2,GBP,44685625,17391879,0.3892,9575997,8301269,2020,2020-12-31
2525,2018,3,A2,GBP,44685625,17868952,0.3999,15232777,7247650,2021,2021-12-31
2525,2018,4,A2,GBP,44685625,23713052,0.5307,19912040,8357046,2022,2022-12-31
2525,2018,5,A2,GBP,44685625,28792201,0.6443,23967054,5030250,2023,2023-12-31
2525,2018,0,D1,GBP,5985999,1033808,0.1727,549431,456852,2018,2018-12-31
2525,2018,1,D1,GBP,5985999,1859361,0.3106,1658846,611089,2019,2019-12-31
2525,2018,2,D1,GBP,5985999,2634908,0.4402,2308964,1089761,2020,2020-12-31
2525,2018,3,D1,GBP,5985999,2650159,0.4427,1866238,1294884,2021,2021-12-31
2525,2018,4,D1,GBP,5985999,2852329,0.4765,1981407,617001,2022,2022-12-31
2525,2018,5,D1,GBP,5985999,3128002,0.5226,2499840,923733,2023,2023-12-31
2525,2018,0,D2,GBP,30843393,6019373,0.1952,4897502,834458,2018,2018-12-31
2525,2018,1,D2,GBP,30843393,9274904,0.3007,7734474,2973259,2019,2019-12-31
2525,2018,2,D2,GBP,30843393,10549971,0.342,7843066,3554161,2020,2020-12-31
2525,2018,3,D2,GBP,30843393,17002220,0.5512,11464545,2904157,2021,2021-12-31
2525,2018,4,D2,GBP,30843393,14857431,0.4817,13033087,3472285,2022,2022-12-31
2525,2018,5,D2,GBP,30843393,19952859,0.6469,13562190,8469292,2023,2023-12-31
2525,2018,0,E1,GBP,22739141,4640500,0.2041,3000438,2164789,2018,2018-12-31
2525,2018,1,E1,GBP,22739141,5385516,0.2368,3885223,2005599,2019,2019-12-31
2525,2018,2,E1,GBP,22739141,8093480,0.3559,6744908,956233,2020,2020-12-31
2525,2018,3,E1,GBP,22739141,10382340,0.4566,7291715,1050219,2021,2021-12-31
2525,2018,4,E1,GBP,22739141,13189725,0.58,7261357,5907115,2022,2022-12-31
2525,2018,5,E1,GBP,22739141,14194595,0.6242,7097643,4681505,2023,2023-12-31
2525,2019,0,A1,GBP,8340749,1290753,0.1548,851534,606829,2019,2019-12-31
2525,2019,1,A1,GBP,8340749,2719739,0.3261,1805916,1306170,2020,2020-12-31
2525,2019,2,A1,GBP,8340749,3076933,0.3689,1798494,475093,2021,2021-12-31
2525,2019,3,A1,GBP,8340749,4453363,0.5339,3063918,761748,2022,2022-12-31
2525,2019,4,A1,GBP,8340749,4059149,0.4867,2938807,938634,2023,2023-12-31
2525,2019,5,A1,GBP,8340749,5674043,0.6803,4624452,578881,2024,2024-12-31
2525,2019,0,A2,GBP,10969964,2044917,0.1864,1555731,950816,2019,2019-12-31
2525,2019,1,A2,GBP,10969964,3105924,0.2831,1752881,635866,2020,2020-12-31
2525,2019,2,A2,GBP,10969964,4035779,0.3679,2163321,2007696,2021,2021-12-31
2525,2019,3,A2,GBP,10969964,4262834,0.3886,3736966,1350883,2022,2022-12-31
2525,2019,4,A2,GBP,10969964,7234990,0.6595,5852901,741577,2023,2023-12-31
2525,2019,5,A2,GBP,10969964,5665742,0.5165,4614862,2703626,2024,2024-12-31
2525,2019,0,D1,GBP,48049022,9722773,0.2024,8551339,1328001,2019,2019-12-31
2525,2019,1,D1,GBP,48049022,13915746,0.2896,12383480,4789345,2020,2020-12-31
2525,2019,2,D1,GBP,48049022,20496563,0.4266,17511513,2945006,2021,2021-12-31
2525,2019,3,D1,GBP,48049022,25372420,0.5281,13560783,4424237,2022,2022-12-31
2525,2019,4,D1,GBP,48049022,22496356,0.4682,19167902,8943364,2023,2023-12-31
2525,2019,5,D1,GBP,48049022,26756251,0.5569,22121431,11172822,2024,2024-12-31
2525,2019,0,D2,GBP,8572883,1813689,0.2116,1005628,213181,2019,2019-12-31
2525,2019,1,D2,GBP,8572883,2374836,0.277,1956543,801410,2020,2020-12-31
2525,2019,2,D2,GBP,8572883,3446923,0.4021,1729808,1011833,2021,2021-12-31
2525,2019,3,D2,GBP,8572883,4671231,0.5449,3886421,1688455,2022,2022-12-31
2525,2019,4,D2,GBP,8572883,5549936,0.6474,4049238,1248199,2023,2023-12-31
2525,2019,5,D2,GBP,8572883,5811078,0.6778,4530611,1108761,2024,2024-12-31
2525,2019,0,E1,GBP,48342912,7762116,0.1606,5643017,2230289,2019,2019-12-31
2525,2019,1,E1,GBP,48342912,14102765,0.2917,10284212,6290986,2020,2020-12-31
2525,2019,2,E1,GBP,48342912,17491372,0.3618,9665767,3547885,2021,2021-12-31
2525,2019,3,E1,GBP,48342912,26799043,0.5544,21610652,7111604,2022,2022-12-31
2525,2019,4,E1,GBP,48342912,29724028,0.6149,26268148,12401239,2023,2023-12-31
2525,2019,5,E1,GBP,48342912,30391622,0.6287,16912945,8803053,2024,2024-12-31
2525,2020,0,A1,GBP,25861100,5452043,0.2108,2906249,2511639,2020,2020-12-31
2525,2020,1,A1,GBP,25861100,7929070,0.3066,4188842,1610606,2021,2021-12-31
2525,2020,2,A1,GBP,25861100,7934459,0.3068,5083750,2575462,2022,2022-12-31
2525,2020,3,A1,GBP,25861100,12659528,0.4895,7452811,2193520,2023,2023-12-31
2525,2020,4,A1,GBP,25861100,14362251,0.5554,8886039,7013490,2024,2024-12-31
2525,2020,0,A2,GBP,29155369,5330732,0.1828,3782725,2412281,2020,2020-12-31
2525,2020,1,A2,GBP,29155369,7353570,0.2522,6239819,1180641,2021,2021-12-31
2525,2020,2,A2,GBP,29155369,11064198,0.3795,7327294,2314667,2022,2022-12-31
2525,2020,3,A2,GBP,29155369,13916240,0.4773,7174755,3781136,2023,2023-12-31
2525,2020,4,A2,GBP,29155369,14390948,0.4936,10349703,7136335,2024,2024-12-31
2525,2020,0,D1,GBP,21869217,4741786,0.2168,4136637,1428946,2020,2020-12-31
2525,2020,1,D1,GBP,21869217,6266750,0.2866,5559040,1423603,2021,2021-12-31
2525,2020,2,D1,GBP,21869217,7308205,0.3342,6346846,3062996,2022,2022-12-31
2525,2020,3,D1,GBP,21869217,10786808,0.4932,9060097,2829993,2023,2023-12-31
2525,2020,4,D1,GBP,21869217,10519693,0.481,5459438,2457368,2024,2024-12-31
2525,2020,0,D2,GBP,34898077,7371270,0.2112,6418937,2814904,2020,2020-12-31
2525,2020,1,D2,GBP,34898077,9396857,0.2693,6386050,2200982,2021,2021-12-31
2525,2020,2,D2,GBP,34898077,10888522,0.312,9629464,1783347,2022,2022-12-31
2525,2020,3,D2,GBP,34898077,16780987,0.4809,13285081,1743431,2023,2023-12-31
2525,2020,4,D2,GBP,34898077,15971217,0.4577,13971092,7361538,2024,2024-12-31
2525,2020,0,E1,GBP,26780346,4232245,0.158,2951372,1607977,2020,2020-12-31
2525,2020,1,E1,GBP,26780346,8226781,0.3072,6305276,2797396,2021,2021-12-31
2525,2020,2,E1,GBP,26780346,11607204,0.4334,6266635,1547633,2022,2022-12-31
2525,2020,3,E1,GBP,26780346,10545349,0.3938,8558222,5025507,2023,2023-12-31
2525,2020,4,E1,GBP,26780346,12622107,0.4713,11290627,1358626,2024,2024-12-31
2525,2021,0,A1,GBP,27047540,5691021,0.2104,4448465,1582525,2021,2021-12-31
2525,2021,1,A1,GBP,27047540,7269562,0.2688,5631693,1242070,2022,2022-12-31
2525,2021,2,A1,GBP,27047540,10685857,0.3951,7078837,3722877,2023,2023-12-31
2525,2021,3,A1,GBP,27047540,14805369,0.5474,9268913,6928421,2024,2024-12-31
2525,2021,0,A2,GBP,22988480,4652809,0.2024,2481171,794935,2021,2021-12-31
2525,2021,1,A2,GBP,22988480,5174089,0.2251,2758188,797292,2022,2022-12-31
2525,2021,2,A2,GBP,22988480,8405981,0.3657,5257931,3509955,2023,2023-12-31
2525,2021,3,A2,GBP,22988480,11059859,0.4811,9387267,1369303,2024,2024-12-31
2525,2021,0,D1,GBP,15597071,3345491,0.2145,2689167,1270799,2021,2021-12-31
2525,2021,1,D1,GBP,15597071,3598432,0.2307,2259106,845286,2022,2022-12-31
2525,2021,2,D1,GBP,15597071,6697749,0.4294,5841780,3098393,2023,2023-12-31
2525,2021,3,D1,GBP,15597071,6863757,0.4401,5622645,2570848,2024,2024-12-31
2525,2021,0,D2,GBP,44473470,7537017,0.1695,5679041,2615752,2021,2021-12-31
2525,2021,1,D2,GBP,44473470,10166588,0.2286,6232197,4903799,2022,2022-12-31
2525,2021,2,D2,GBP,44473470,16626269,0.3738,13400672,6345811,2023,2023-12-31
2525,2021,3,D2,GBP,44473470,23719854,0.5333,16259443,7597417,2024,2024-12-31
2525,2021,0,E1,GBP,28747516,5839260,0.2031,4297431,1439161,2021,2021-12-31
2525,2021,1,E1,GBP,28747516,6558908,0.2282,3884446,2626176,2022,2022-12-31
2525,2021,2,E1,GBP,28747516,8907832,0.3099,4488559,2289920,2023,2023-12-31
2525,2021,3,E1,GBP,28747516,15940817,0.5545,11936743,7778064,2024,2024-12-31
2525,2022,0,A1,GBP,5819051,961567,0.1652,825894,141741,2022,2022-12-31
2525,2022,1,A1,GBP,5819051,1490906,0.2562,820628,167835,2023,2023-12-31
2525,2022,2,A1,GBP,5819051,1932954,0.3322,1001739,666153,2024,2024-12-31
2525,2022,0,A2,GBP,24073101,3727255,0.1548,2672831,1307313,2022,2022-12-31
2525,2022,1,A2,GBP,24073101,7880544,0.3274,6951937,3910280,2023,2023-12-31
2525,2022,2,A2,GBP,24073101,8438142,0.3505,6296115,3854228,2024,2024-12-31
2525,2022,0,D1,GBP,41604084,7361346,0.1769,5918419,1453515,2022,2022-12-31
2525,2022,1,D1,GBP,41604084,11110473,0.2671,8075457,1762156,2023,2023-12-31
2525,2022,2,D1,GBP,41604084,14736245,0.3542,7784637,1823314,2024,2024-12-31
2525,2022,0,D2,GBP,37674820,7260110,0.1927,5307457,2596579,2022,2022-12-31
2525,2022,1,D2,GBP,37674820,10162806,0.2698,6823198,4731831,2023,2023-12-31
2525,2022,2,D2,GBP,37674820,15960454,0.4236,8355551,5086502,2024,2024-12-31
2525,2022,0,E1,GBP,34476382,6406144,0.1858,3316047,2422680,2022,2022-12-31
2525,2022,1,E1,GBP,34476382,8694393,0.2522,6012979,1798194,2023,2023-12-31
2525,2022,2,E1,GBP,34476382,13860633,0.402,10903641,6688679,2024,2024-12-31
2525,2023,0,A1,GBP,49440319,8134831,0.1645,6827654,1811648,2023,2023-12-31
2525,2023,1,A1,GBP,49440319,15011319,0.3036,13429428,6676362,2024,2024-12-31
2525,2023,0,A2,GBP,6376483,957801,0.1502,666926,240207,2023,2023-12-31
2525,2023,1,A2,GBP,6376483,2043072,0.3204,1149984,472433,2024,2024-12-31
2525,2023,0,D1,GBP,19627464,3180650,0.1621,2032993,332128,2023,2023-12-31
2525,2023,1,D1,GBP,19627464,5505276,0.2805,4922527,1240016,2024,2024-12-31
2525,2023,0,D2,GBP,13724681,2983928,0.2174,1711157,424634,2023,2023-12-31
2525,2023,1,D2,GBP,13724681,3917564,0.2854,2246754,487577,2024,2024-12-31
2525,2023,0,E1,GBP,17533933,3499980,0.1996,2551740,1440729,2023,2023-12-31
2525,2023,1,E1,GBP,17533933,4376801,0.2496,2575874,1017221,2024,2024-12-31
2525,2024,0,A1,GBP,11392046,1768396,0.1552,1405682,199438,2024,2024-12-31
2525,2024,0,A2,GBP,7673202,1521107,0.1982,1303495,662551,2024,2024-12-31
2525,2024,0,D1,GBP,8113505,1433759,0.1767,720101,581707,2024,2024-12-31
2525,2024,0,D2,GBP,41306825,7917854,0.1917,5270137,1593949,2024,2024-12-31
2525,2024,0,E1,GBP,5935799,957800,0.1614,824801,129642,2024,2024-12-31
