Syndicate Number,UMR,Insured Country,Risk Location,Insured Name,Insured - Policyholder Type,Risk Code,Risk / Certificate Reference,Original Currency,Sum Insured,Gross Annual Premium in Period,YOA,Part VII Indicator,Original Signing Number,Original Signing Date
8901,X89014223P7K,CANADA,CANADA,Global Industries Inc,BUSINESS,2E,2E8752,GBP,5743078.37,486419.47,2025,N,22/98932,23/11/2025
6789,T67896091GP5,CANADA,CANADA,Prime Industries Corp,CORPORATE,4,43280,GBP,9533414.6,1562227.09,2024,,22/42770,10/03/2024
6789,J67898555TN5,NETHERLANDS,NETHERLANDS,Brown Enterprises,RETAIL,2T,2T2573,EUR,270353.96,21127.0,2025,Y,24/51059,15/09/2025
5678,N56788557AU8,BRAZIL,BRAZIL,City Enterprises plc,COMMERCIAL,3T,3T2448,JPY,7030879.78,403302.86,2024,Y,23/41804,24/10/2024
8901,B89017433EYQ,CHINA,CHINA,Prime Industries Corp,CORPORATE,2E,2E8540,CHF,21294158.06,2438993.86,2023,Y,21/17168,19/05/2023
1234,W123464285EV,NETHERLANDS,NETHERLANDS,Urban Services Ltd,COMMERCIAL,7,71868,GBP,10225802.51,655430.49,2023,,22/77667,15/03/2023
8901,U89016093Z73,SPAIN,SPAIN,Prime Industries Corp,CORPORATE,2E,2E4288,USD,9405548.86,1251688.59,2024,Y,21/10004,19/03/2024
9012,D90128761ASO,AUSTRALIA,AUSTRALIA,Global Industries Inc,BUSINESS,6,65913,GBP,1067095.35,66502.14,2021,N,24/34123,01/05/2021
8901,N89013396WG3,BRAZIL,BRAZIL,Jones & Co,RETAIL,el,el3797,CHF,824867.99,68061.43,2023,,22/72411,03/09/2023
4567,V45675508OZD,MEXICO,MEXICO,Elite Consortium Ltd,CORPORATE,8,87960,GBP,73444659.34,4298767.02,2023,Y,21/47148,23/08/2023
1234,U12348282B68,NETHERLANDS,NETHERLANDS,Brown Enterprises,RETAIL,4,48509,GBP,1092414.68,60608.66,2025,N,21/30750,03/07/2025
8901,Q89012028GFX,INDIA,INDIA,Urban Services Ltd,COMMERCIAL,2T,2T6558,EUR,1905173.42,285257.09,2025,N,22/46482,04/12/2025
4567,P45673955U71,MEXICO,MEXICO,Urban Services Ltd,COMMERCIAL,1T,1T5247,CAD,2007392.16,342774.65,2024,Y,23/87182,24/10/2024
5678,B567814834FD,SINGAPORE,SINGAPORE,Smith Ltd,RETAIL,7,79182,CAD,1056483.42,55461.11,2025,,24/52422,29/04/2025
3456,C34562014WE4,SINGAPORE,SINGAPORE,ABC Commercial Ltd,COMMERCIAL,em,em8234,USD,925068.02,135409.19,2021,N,21/32815,14/06/2021
1234,G12345136RYI,CHINA,CHINA,International Trading Co,BUSINESS,4,48111,USD,4818361.31,253489.56,2024,,22/21274,25/10/2024
623,L6237685U5M,SPAIN,SPAIN,Davis LLC,RETAIL,2T,2T9129,GBP,441737.43,35034.83,2021,Y,22/84759,31/08/2021
8901,Z89012100PW5,CHINA,CHINA,United Manufacturing Corp,BUSINESS,3T,3T2280,CHF,496423.95,68707.79,2023,Y,23/23226,02/03/2023
7890,A789046703K3,CHINA,CHINA,Elite Consortium Ltd,CORPORATE,1E,1E6863,CHF,96212092.45,4939835.55,2022,Y,22/47757,08/02/2022
8901,M89011928T6U,INDIA,INDIA,Premier Group International,CORPORATE,2T,2T1491,CAD,10067118.3,522229.91,2025,Y,23/65234,14/05/2025
3456,G345699633L1,UNITED STATES,UNITED STATES,Global Industries Inc,BUSINESS,em,em4860,CAD,6083209.78,337603.97,2023,N,21/83905,09/11/2023
623,E62354320DR,GERMANY,GERMANY,XYZ Trading Co,COMMERCIAL,1T,1T6738,JPY,6484961.25,509265.87,2023,N,24/49769,27/04/2023
623,V6231296TB1,JAPAN,JAPAN,XYZ Trading Co,COMMERCIAL,1E,1E8040,CAD,8101029.17,539961.92,2021,,24/82029,12/03/2021
1234,G12346621PCI,SWITZERLAND,SWITZERLAND,Prime Industries Corp,CORPORATE,1T,1T1164,CHF,6149500.01,1128430.65,2024,Y,24/80283,17/10/2024
623,C6231928EGB,AUSTRALIA,AUSTRALIA,Williams Group,RETAIL,el,el5001,AUD,533331.75,34253.34,2021,N,22/89445,23/07/2021
7890,R78904372R0M,GERMANY,GERMANY,Supreme Holdings Ltd,CORPORATE,8,88266,GBP,21268035.5,1408340.53,2021,,23/58094,10/10/2021
4567,B456766796ZW,BELGIUM,BELGIUM,Williams Group,RETAIL,6,62285,EUR,622533.24,97141.64,2022,Y,22/78287,29/04/2022
4567,B45674851ZXQ,SWITZERLAND,SWITZERLAND,Global Industries Inc,BUSINESS,2T,2T1348,GBP,4110821.92,352670.95,2025,N,21/45428,23/05/2025
9012,I90127290R5N,GERMANY,GERMANY,Smith Ltd,RETAIL,3E,3E4677,CAD,669806.26,87473.51,2024,Y,24/34173,03/12/2024
6789,R67896698761,NETHERLANDS,NETHERLANDS,Williams Group,RETAIL,1E,1E5301,AUD,1244069.12,70799.47,2025,,22/13584,24/06/2025
9012,R9012735887K,UNITED STATES,UNITED STATES,Davis LLC,RETAIL,el,el8594,JPY,1444638.61,94738.35,2024,N,23/31305,14/07/2024
7890,C789050941KU,CANADA,CANADA,Mega Corporation plc,CORPORATE,2E,2E5493,GBP,39054805.29,2737286.44,2022,N,23/96406,09/05/2022
9012,F90128271QPQ,BELGIUM,BELGIUM,Premier Group International,CORPORATE,1T,1T8867,EUR,59796816.83,4410072.43,2021,,22/63557,30/01/2021
9012,C90128216G1J,CHINA,CHINA,Elite Consortium Ltd,CORPORATE,3E,3E3084,CHF,12075317.65,636741.77,2021,Y,22/29254,13/11/2021
623,V62393024UB,UNITED STATES,UNITED STATES,International Trading Co,BUSINESS,1T,1T1996,AUD,5457520.28,360287.04,2022,,23/43743,09/01/2022
5678,D56782269SEC,AUSTRALIA,AUSTRALIA,Supreme Holdings Ltd,CORPORATE,9,96337,GBP,21886434.65,1470538.19,2025,,23/99262,01/08/2025
1234,K12346902MOX,SPAIN,SPAIN,Brown Enterprises,RETAIL,em,em5817,EUR,626437.01,42417.12,2024,,21/31012,07/07/2024
623,T62344643S2,UNITED KINGDOM,UNITED KINGDOM,Davis LLC,RETAIL,em,em6636,USD,224893.58,15126.34,2023,Y,24/86373,17/01/2023
2791,H279192499W0,GERMANY,GERMANY,Davis LLC,RETAIL,eh,eh2986,AUD,571999.28,99944.3,2024,,21/89574,29/08/2024
8901,S890158016L2,CANADA,CANADA,Worldwide Logistics Ltd,BUSINESS,5,54782,EUR,5437757.55,489728.38,2025,N,23/25127,21/12/2025
3456,L34569284CNR,SWITZERLAND,SWITZERLAND,Jones & Co,RETAIL,9,98355,JPY,1468089.26,87721.58,2024,N,22/84624,05/03/2024
8901,Z89015700MEO,SPAIN,SPAIN,Prime Industries Corp,CORPORATE,eh,eh3431,JPY,49059342.77,3051573.17,2022,,24/92920,12/04/2022
2791,I279186980EB,FRANCE,FRANCE,City Enterprises plc,COMMERCIAL,1E,1E1392,USD,9852618.64,890664.01,2024,,22/19570,08/03/2024
8901,E89017591ZIK,HONG KONG,HONG KONG,Premier Group International,CORPORATE,em,em6515,JPY,29602145.92,1971649.23,2025,,21/15929,07/02/2025
5678,J56788816Z00,BRAZIL,BRAZIL,Urban Services Ltd,COMMERCIAL,em,em9345,JPY,13592155.34,827061.35,2024,Y,22/11020,30/10/2024
9012,K90128185G0K,BRAZIL,BRAZIL,ABC Commercial Ltd,COMMERCIAL,8,84805,AUD,9434979.58,818032.28,2023,N,24/54710,25/01/2023
9012,J90126288N18,INDIA,INDIA,ABC Commercial Ltd,COMMERCIAL,em,em4451,CHF,5687767.09,836050.79,2025,N,23/85384,12/11/2025
5678,J56785486RIG,ITALY,ITALY,Williams Group,RETAIL,3T,3T2738,EUR,288532.33,56726.46,2021,Y,23/28481,19/02/2021
3456,T345616518T2,ITALY,ITALY,Smith Ltd,RETAIL,el,el9001,CHF,376164.06,35835.65,2025,Y,23/36626,25/05/2025
9012,O901258327Z7,INDIA,INDIA,Global Industries Inc,BUSINESS,9,98281,JPY,3522783.47,228277.71,2024,N,24/44479,14/02/2024
2791,Z279122950IC,FRANCE,FRANCE,Supreme Holdings Ltd,CORPORATE,9,99307,AUD,26375948.59,2248511.46,2023,N,23/69436,19/11/2023
8901,N8901264572L,BELGIUM,BELGIUM,Davis LLC,RETAIL,9,91583,AUD,292173.2,27566.69,2021,,21/42232,12/03/2021
9012,P90123481RGR,JAPAN,JAPAN,Supreme Holdings Ltd,CORPORATE,el,el4253,USD,9285412.72,1522713.32,2024,,21/77673,19/04/2024
623,W6233918BYW,CHINA,CHINA,United Manufacturing Corp,BUSINESS,1T,1T4845,JPY,4830735.47,321551.87,2024,,23/73469,28/09/2024
2791,P27917425VTK,NETHERLANDS,NETHERLANDS,XYZ Trading Co,COMMERCIAL,el,el2841,USD,7859203.76,657541.31,2023,N,24/68611,16/06/2023
3456,V34562860MOE,BRAZIL,BRAZIL,Elite Consortium Ltd,CORPORATE,1T,1T9014,USD,39652206.86,2209036.01,2024,,24/40783,15/01/2024
4567,R45676295JLO,HONG KONG,HONG KONG,Brown Enterprises,RETAIL,6,67966,USD,661949.28,54312.77,2023,N,23/17160,18/05/2023
7890,O78907714H5T,UNITED STATES,UNITED STATES,Mega Corporation plc,CORPORATE,3T,3T6401,AUD,6226950.43,615389.3,2022,Y,21/12767,14/07/2022
1234,U12341806SNH,CHINA,CHINA,Jones & Co,RETAIL,em,em9776,EUR,451578.3,41118.58,2023,N,22/48035,24/03/2023
5678,A5678159141S,CHINA,CHINA,United Manufacturing Corp,BUSINESS,4,47519,USD,4045264.6,311077.57,2023,N,21/30571,25/05/2023
4567,I456730253NO,AUSTRALIA,AUSTRALIA,Williams Group,RETAIL,2T,2T2391,AUD,1033712.51,62750.98,2021,Y,21/76127,27/12/2021
6789,D67897408GVL,CHINA,CHINA,Worldwide Logistics Ltd,BUSINESS,1E,1E7965,AUD,6558620.96,415843.58,2021,,21/49603,21/05/2021
7890,J78908037D8U,MEXICO,MEXICO,City Enterprises plc,COMMERCIAL,1T,1T5659,EUR,5062398.0,959971.33,2022,,22/60123,09/01/2022
7890,O78904671UA1,CHINA,CHINA,Brown Enterprises,RETAIL,3T,3T7059,CAD,120671.68,23598.91,2024,N,21/94255,08/06/2024
5678,R56783773H7V,GERMANY,GERMANY,Smith Ltd,RETAIL,eh,eh3315,AUD,1228472.02,66510.1,2022,N,24/78603,18/10/2022
3456,J345665354BY,CANADA,CANADA,Urban Services Ltd,COMMERCIAL,eh,eh7660,JPY,6033394.96,319134.07,2021,Y,23/37423,15/10/2021
7890,O78908913S49,AUSTRALIA,AUSTRALIA,Mega Corporation plc,CORPORATE,5,52721,EUR,14665617.95,771203.26,2025,N,21/59241,07/03/2025
623,G62381695E5,FRANCE,FRANCE,Continental Services plc,BUSINESS,6,63797,AUD,1357934.26,208230.21,2022,,24/28332,08/10/2022
6789,J67895441SWN,FRANCE,FRANCE,XYZ Trading Co,COMMERCIAL,1E,1E3318,EUR,4755854.26,537284.58,2024,N,22/90478,09/07/2024
8901,K89013217FZR,BRAZIL,BRAZIL,Worldwide Logistics Ltd,BUSINESS,3E,3E7820,JPY,1712316.99,178192.81,2025,Y,22/71668,04/02/2025
623,R6238513LCQ,JAPAN,JAPAN,Jones & Co,RETAIL,9,92093,USD,1063843.06,81287.46,2023,N,22/55214,18/11/2023
623,L62376077UX,HONG KONG,HONG KONG,Supreme Holdings Ltd,CORPORATE,3E,3E2269,EUR,26907035.05,1900884.65,2022,,22/23497,21/04/2022
4567,Z45679557V1L,FRANCE,FRANCE,United Manufacturing Corp,BUSINESS,3E,3E5542,CHF,3383676.05,372267.8,2022,,24/37434,28/03/2022
623,F62387905L6,SPAIN,SPAIN,Global Industries Inc,BUSINESS,2T,2T3244,GBP,1612139.8,236097.1,2022,,24/65758,07/12/2022
7890,R78907442NNR,FRANCE,FRANCE,Worldwide Logistics Ltd,BUSINESS,3E,3E9552,CHF,2001266.85,131517.21,2023,N,21/89348,20/04/2023
2791,P27915104YUP,HONG KONG,HONG KONG,Metro Business Group,COMMERCIAL,9,93916,USD,3390562.09,263294.51,2023,Y,23/71089,10/12/2023
5678,M56787130G0A,CHINA,CHINA,Continental Services plc,BUSINESS,2T,2T6914,CHF,2437031.4,369070.82,2024,,22/10735,27/10/2024
4567,T45675473BJR,CANADA,CANADA,Smith Ltd,RETAIL,1T,1T5145,EUR,521125.97,58894.66,2023,N,21/84996,16/01/2023
7890,P789099383BB,MEXICO,MEXICO,International Trading Co,BUSINESS,8,83898,JPY,5922173.57,483317.09,2025,Y,21/64994,03/03/2025
623,D6239914J4X,UNITED STATES,UNITED STATES,Mega Corporation plc,CORPORATE,8,86450,AUD,54696329.71,4126966.47,2024,,23/32179,27/10/2024
5678,V56782007C3S,SINGAPORE,SINGAPORE,Metro Business Group,COMMERCIAL,1E,1E2375,AUD,2016153.98,139071.28,2025,Y,24/15833,22/05/2025
9012,U90121052LUE,HONG KONG,HONG KONG,Continental Services plc,BUSINESS,9,92410,CHF,6705400.93,478131.5,2022,,24/21555,01/03/2022
1234,S1234132912H,ITALY,ITALY,Premier Group International,CORPORATE,9,98542,GBP,76455713.54,4186349.87,2022,Y,22/50341,15/12/2022
3456,F34565570FLI,SINGAPORE,SINGAPORE,Supreme Holdings Ltd,CORPORATE,3E,3E5469,GBP,12486643.0,1526358.97,2022,Y,22/48657,13/05/2022
7890,L78909569QW3,SWITZERLAND,SWITZERLAND,Mega Corporation plc,CORPORATE,1T,1T7318,JPY,36281099.99,3249414.45,2023,Y,22/66866,27/06/2023
4567,C456794091JQ,INDIA,INDIA,Mega Corporation plc,CORPORATE,3T,3T2889,AUD,79169937.72,4279375.86,2022,,22/72286,13/03/2022
7890,K78902713W5A,SINGAPORE,SINGAPORE,Brown Enterprises,RETAIL,3T,3T8790,EUR,329934.48,38575.03,2025,N,23/94919,21/02/2025
2791,Y27911356PWV,BRAZIL,BRAZIL,Continental Services plc,BUSINESS,3E,3E7542,USD,3660115.5,401236.48,2023,N,22/43105,11/07/2023
9012,B9012483816S,SINGAPORE,SINGAPORE,Elite Consortium Ltd,CORPORATE,5,57977,AUD,47715546.98,4201764.43,2023,N,24/87735,15/01/2023
2791,S27913286EL8,INDIA,INDIA,Global Industries Inc,BUSINESS,2E,2E6067,EUR,2254117.21,350397.45,2025,Y,23/70124,22/07/2025
2791,F27915936LG4,SPAIN,SPAIN,Continental Services plc,BUSINESS,1E,1E2477,AUD,3894925.77,330736.7,2024,,22/30203,16/12/2024
8901,D89018713TOH,ITALY,ITALY,Elite Consortium Ltd,CORPORATE,1E,1E7165,JPY,23611499.49,3139738.08,2023,N,22/22559,18/07/2023
2791,J27917956VTM,SINGAPORE,SINGAPORE,Prime Industries Corp,CORPORATE,eh,eh1440,USD,68465281.97,3815931.85,2023,Y,22/40822,08/07/2023
5678,C56784769EGH,UNITED KINGDOM,UNITED KINGDOM,City Enterprises plc,COMMERCIAL,6,62521,CAD,1898960.51,295065.82,2023,N,24/95726,03/04/2023
6789,B678952768PF,SINGAPORE,SINGAPORE,Urban Services Ltd,COMMERCIAL,3E,3E2743,EUR,1774197.46,121274.73,2022,N,21/55388,18/12/2022
1234,K12343109UNQ,UNITED KINGDOM,UNITED KINGDOM,Continental Services plc,BUSINESS,eh,eh7581,CAD,4266287.68,323192.32,2024,N,21/49708,05/08/2024
4567,Y45678758Z48,BRAZIL,BRAZIL,Mega Corporation plc,CORPORATE,7,73930,CAD,16770796.57,1543761.93,2021,N,24/98436,10/02/2021
2791,Q27918454PQB,CANADA,CANADA,Continental Services plc,BUSINESS,3T,3T8540,AUD,3953530.84,317514.35,2021,N,21/88555,18/12/2021
5678,R56785378GMA,NETHERLANDS,NETHERLANDS,Williams Group,RETAIL,4,45877,EUR,696482.9,98839.62,2023,,21/88089,27/02/2023
5678,F56782377TEF,SINGAPORE,SINGAPORE,Continental Services plc,BUSINESS,6,68063,AUD,4014469.26,362815.05,2021,N,23/70035,19/12/2021
9012,B90122253LBV,INDIA,INDIA,ABC Commercial Ltd,COMMERCIAL,em,em7257,CAD,7651508.54,485379.65,2022,,21/54272,23/11/2022
4567,X456722984PE,ITALY,ITALY,Supreme Holdings Ltd,CORPORATE,4,45275,GBP,71844983.59,3615962.68,2024,N,22/16400,10/07/2024
9012,X90124042JYV,HONG KONG,HONG KONG,Supreme Holdings Ltd,CORPORATE,2T,2T5668,CAD,7071972.07,1077774.3,2024,N,21/63370,16/04/2024
623,O6236212DIZ,CANADA,CANADA,Supreme Holdings Ltd,CORPORATE,8,82044,USD,51414521.74,3759524.68,2024,,23/89864,23/08/2024
9012,P90121205ML3,BELGIUM,BELGIUM,XYZ Trading Co,COMMERCIAL,8,88568,CHF,2146796.56,346744.6,2024,,24/37608,29/09/2024
2791,U27918971UMH,UNITED STATES,UNITED STATES,Davis LLC,RETAIL,3E,3E7048,JPY,241899.54,13137.53,2024,N,23/51331,19/08/2024
7890,S78908070O11,ITALY,ITALY,Premier Group International,CORPORATE,2E,2E9040,CHF,13430300.97,1363402.96,2021,Y,24/80463,09/03/2021
6789,G678944629UG,FRANCE,FRANCE,XYZ Trading Co,COMMERCIAL,el,el7571,GBP,3138687.75,303990.76,2025,,24/56140,22/04/2025
6789,V67896206STI,SWITZERLAND,SWITZERLAND,Brown Enterprises,RETAIL,3E,3E9107,EUR,148255.93,11595.27,2025,N,23/68911,22/03/2025
2791,Y27918602XYD,CHINA,CHINA,Prime Industries Corp,CORPORATE,3E,3E7850,GBP,13676662.04,804256.54,2024,N,24/34756,21/11/2024
623,T62376978LI,INDIA,INDIA,Davis LLC,RETAIL,2T,2T8731,USD,356359.58,27202.65,2025,,21/58535,12/01/2025
9012,O901270460IQ,JAPAN,JAPAN,International Trading Co,BUSINESS,6,66287,CHF,6584895.02,446035.59,2024,Y,23/18495,16/01/2024
3456,H345638979SE,AUSTRALIA,AUSTRALIA,Urban Services Ltd,COMMERCIAL,5,56427,JPY,5718369.38,579662.01,2025,Y,22/70583,05/02/2025
623,M6232152285,HONG KONG,HONG KONG,Urban Services Ltd,COMMERCIAL,8,82982,AUD,6012434.91,399701.72,2021,,21/67477,04/09/2021
623,M6239381WP2,UNITED STATES,UNITED STATES,Mega Corporation plc,CORPORATE,eh,eh3391,JPY,74244255.9,4973627.13,2023,N,21/32145,07/07/2023
6789,I67892591LYQ,MEXICO,MEXICO,Continental Services plc,BUSINESS,2E,2E5009,USD,4803927.59,301002.54,2023,N,23/48704,19/12/2023
7890,T789015851FK,CANADA,CANADA,Supreme Holdings Ltd,CORPORATE,eh,eh7076,JPY,15306746.36,2593425.26,2023,,23/48170,07/06/2023
2791,V27915831F2E,MEXICO,MEXICO,Urban Services Ltd,COMMERCIAL,8,85789,EUR,11736113.77,606067.13,2025,N,23/93461,27/04/2025
623,I6236966Z09,SPAIN,SPAIN,Brown Enterprises,RETAIL,7,78814,EUR,332387.11,21653.78,2022,,22/55116,26/11/2022
2791,M27918950X5R,BELGIUM,BELGIUM,Elite Consortium Ltd,CORPORATE,el,el7223,CHF,18307159.38,1404201.6,2025,Y,21/54874,26/04/2025
4567,U45674226MQ6,CANADA,CANADA,Smith Ltd,RETAIL,2T,2T9587,USD,166743.98,14184.26,2022,Y,22/57652,07/12/2022
623,I62397614TC,BELGIUM,BELGIUM,Smith Ltd,RETAIL,8,88317,GBP,784765.18,76835.52,2024,,22/42072,11/05/2024
2791,B27915354TDG,BRAZIL,BRAZIL,Global Industries Inc,BUSINESS,2T,2T3171,AUD,5912740.95,349210.28,2022,,23/17977,17/04/2022
3456,D345697975B2,MEXICO,MEXICO,ABC Commercial Ltd,COMMERCIAL,7,74218,CAD,7961254.94,934460.04,2022,N,21/67920,12/02/2022
7890,J78901157U5E,JAPAN,JAPAN,City Enterprises plc,COMMERCIAL,1T,1T4191,CHF,3347184.5,459384.32,2022,,24/10064,09/05/2022
6789,Q67898918S8K,ITALY,ITALY,Prime Industries Corp,CORPORATE,3E,3E5079,JPY,93885624.85,4966175.76,2025,N,23/98846,15/10/2025
8901,P89011106L9Q,FRANCE,FRANCE,International Trading Co,BUSINESS,8,83929,JPY,5165396.24,292980.71,2023,Y,24/98208,05/06/2023
1234,G123427811HS,CHINA,CHINA,Worldwide Logistics Ltd,BUSINESS,3T,3T9690,AUD,4082662.8,284431.09,2024,N,21/99751,02/06/2024
9012,F90124144124,SPAIN,SPAIN,Prime Industries Corp,CORPORATE,7,73574,AUD,14713458.5,901059.94,2022,N,24/95654,01/11/2022
6789,L67893375L03,MEXICO,MEXICO,Premier Group International,CORPORATE,2T,2T8368,EUR,18690308.97,1074710.68,2023,N,24/83831,21/07/2023
6789,L6789329291A,UNITED STATES,UNITED STATES,XYZ Trading Co,COMMERCIAL,eh,eh4417,JPY,12564729.98,803825.28,2021,,23/48639,11/07/2021
623,R62342672WP,SINGAPORE,SINGAPORE,Premier Group International,CORPORATE,4,42750,CAD,6326954.69,662721.71,2023,Y,22/31026,16/06/2023
7890,H789055899VC,SINGAPORE,SINGAPORE,ABC Commercial Ltd,COMMERCIAL,5,56614,GBP,3503422.76,336801.31,2025,N,23/67425,26/05/2025
1234,Y1234777935V,GERMANY,GERMANY,Prime Industries Corp,CORPORATE,2E,2E4276,AUD,17042080.58,894392.36,2024,,21/67443,05/05/2024
5678,W56781358F15,CANADA,CANADA,Premier Group International,CORPORATE,6,66918,CAD,28672985.94,2992110.08,2025,N,22/34135,14/06/2025
7890,V78905243J0A,BELGIUM,BELGIUM,Global Industries Inc,BUSINESS,5,57730,EUR,2676945.5,228641.68,2022,N,24/73747,25/01/2022
8901,S89018163985,SWITZERLAND,SWITZERLAND,Williams Group,RETAIL,em,em9827,CHF,790300.9,62056.46,2021,N,23/85342,20/06/2021
1234,R1234359224D,CHINA,CHINA,Brown Enterprises,RETAIL,7,74127,GBP,1150072.02,92342.24,2021,Y,24/46289,27/08/2021
7890,U78906567Q20,GERMANY,GERMANY,Continental Services plc,BUSINESS,8,81351,EUR,8822973.96,496471.11,2022,N,23/10832,16/11/2022
6789,E678952414V1,BELGIUM,BELGIUM,Urban Services Ltd,COMMERCIAL,1E,1E8499,USD,5453715.05,287659.46,2021,,22/85292,01/07/2021
9012,J90123975DT8,SPAIN,SPAIN,Global Industries Inc,BUSINESS,2T,2T3086,CAD,1766996.52,102364.88,2022,,23/19078,17/06/2022
5678,F567879519I7,JAPAN,JAPAN,Premier Group International,CORPORATE,8,81447,USD,40205811.22,2212804.82,2022,Y,24/26136,12/07/2022
623,B6238320PH1,JAPAN,JAPAN,Urban Services Ltd,COMMERCIAL,el,el3042,AUD,15059593.81,881251.02,2024,Y,22/76414,23/10/2024
8901,P890168710LG,JAPAN,JAPAN,Smith Ltd,RETAIL,2E,2E9305,CAD,766121.13,80052.89,2021,N,24/43460,18/09/2021
1234,M12342639M84,SINGAPORE,SINGAPORE,City Enterprises plc,COMMERCIAL,1E,1E5926,GBP,1908826.7,172827.35,2024,Y,21/95253,25/11/2024
6789,E67895079GAS,BELGIUM,BELGIUM,Jones & Co,RETAIL,1E,1E8697,EUR,331387.74,21484.83,2024,Y,21/88145,17/04/2024
4567,F45673861780,ITALY,ITALY,XYZ Trading Co,COMMERCIAL,7,76981,JPY,8079252.71,411489.75,2023,Y,22/13929,12/09/2023
3456,T34566260BAB,SWITZERLAND,SWITZERLAND,Elite Consortium Ltd,CORPORATE,4,41560,AUD,58675603.59,3384374.35,2023,,22/63432,24/01/2023
8901,F89012640A6D,INDIA,INDIA,Global Industries Inc,BUSINESS,eh,eh2841,CHF,1965799.09,109636.1,2024,N,24/64404,01/10/2024
7890,P789086926JL,UNITED KINGDOM,UNITED KINGDOM,Prime Industries Corp,CORPORATE,el,el6989,CHF,57252193.64,4652407.36,2022,,21/72624,10/09/2022
9012,Z90123336ICD,INDIA,INDIA,Continental Services plc,BUSINESS,2E,2E5625,USD,5317436.7,322813.82,2022,,21/42739,26/04/2022
4567,W45678571YSU,NETHERLANDS,NETHERLANDS,Premier Group International,CORPORATE,9,93157,AUD,16134202.15,1286773.82,2022,N,24/59121,05/12/2022
2791,U2791178629A,UNITED STATES,UNITED STATES,ABC Commercial Ltd,COMMERCIAL,9,94896,CAD,3301322.21,458796.72,2025,Y,24/52274,06/01/2025
9012,U90127646QHW,SWITZERLAND,SWITZERLAND,United Manufacturing Corp,BUSINESS,5,58206,CAD,1297207.46,215390.49,2024,Y,23/95912,20/09/2024
5678,Z567889841QD,CANADA,CANADA,Premier Group International,CORPORATE,em,em9504,USD,4330015.79,616153.58,2023,N,21/57896,07/08/2023
623,D6232970TK5,AUSTRALIA,AUSTRALIA,Metro Business Group,COMMERCIAL,2E,2E8414,GBP,12803325.0,966803.6,2025,N,21/76155,04/04/2025
6789,G67896798S2U,AUSTRALIA,AUSTRALIA,Davis LLC,RETAIL,2T,2T9602,USD,1111448.27,96753.11,2025,Y,23/80707,28/04/2025
8901,U8901470741F,FRANCE,FRANCE,United Manufacturing Corp,BUSINESS,3T,3T7947,USD,2396499.29,190317.26,2022,Y,23/16411,25/07/2022
4567,O45676274E7A,HONG KONG,HONG KONG,Metro Business Group,COMMERCIAL,em,em6105,CHF,3263251.29,495560.52,2024,Y,21/17762,29/07/2024
2791,M27913612XOG,ITALY,ITALY,Worldwide Logistics Ltd,BUSINESS,5,52155,CAD,2788377.76,338371.84,2022,Y,23/28407,25/07/2022
1234,E123455131AE,JAPAN,JAPAN,Metro Business Group,COMMERCIAL,8,89589,USD,9702013.77,657629.16,2025,Y,24/40432,05/12/2025
7890,E7890215351Z,CHINA,CHINA,Metro Business Group,COMMERCIAL,el,el1671,GBP,1402046.31,236822.37,2023,N,23/24789,17/11/2023
7890,H78909566D9V,MEXICO,MEXICO,Prime Industries Corp,CORPORATE,7,76940,USD,47747768.2,4013427.14,2024,Y,24/66685,03/08/2024
623,I6239320LYJ,CANADA,CANADA,Premier Group International,CORPORATE,el,el2361,CAD,15176083.85,761737.08,2021,Y,21/73641,05/05/2021
9012,D90128993U4N,HONG KONG,HONG KONG,Prime Industries Corp,CORPORATE,2T,2T7268,CHF,11723594.74,760012.52,2024,Y,21/87377,25/11/2024
1234,S123479113ZB,AUSTRALIA,AUSTRALIA,Elite Consortium Ltd,CORPORATE,1T,1T8548,GBP,42307785.45,4926555.16,2025,,21/62257,18/11/2025
6789,U67896389D72,ITALY,ITALY,Brown Enterprises,RETAIL,2T,2T5153,CHF,126277.7,18513.69,2021,N,23/56186,08/05/2021
4567,W456753111FU,BELGIUM,BELGIUM,Urban Services Ltd,COMMERCIAL,eh,eh6273,GBP,2430010.09,372947.63,2024,,24/55683,29/03/2024
7890,K78906010DZX,CHINA,CHINA,Worldwide Logistics Ltd,BUSINESS,3T,3T9146,EUR,2145114.67,361472.6,2021,,22/60160,14/04/2021
4567,Y456736088LE,BRAZIL,BRAZIL,Prime Industries Corp,CORPORATE,3T,3T6087,EUR,55709636.04,2792399.58,2024,,23/83389,02/10/2024
2791,C27912483Z6X,GERMANY,GERMANY,Worldwide Logistics Ltd,BUSINESS,7,73388,AUD,5923047.41,416286.62,2024,,23/79838,30/06/2024
6789,T67892346LI3,FRANCE,FRANCE,Supreme Holdings Ltd,CORPORATE,em,em9978,JPY,26967174.41,1878141.29,2022,Y,23/13454,11/09/2022
3456,E34561203K84,BRAZIL,BRAZIL,Continental Services plc,BUSINESS,2T,2T8191,USD,3271210.22,287168.66,2022,N,22/64044,06/04/2022
8901,W890169632JN,SINGAPORE,SINGAPORE,Supreme Holdings Ltd,CORPORATE,4,46245,AUD,19912980.22,1088196.7,2025,,23/20097,21/12/2025
2791,D27919314ZTD,AUSTRALIA,AUSTRALIA,United Manufacturing Corp,BUSINESS,el,el4732,CAD,1998865.3,252403.09,2023,,23/94536,11/10/2023
