Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Net_Ultimate_Estimate
1729,2024-12-31,Income protection insurance,2022,1,3517367.309857966,1428850.143757175,2088517.166100791,
1729,2024-12-31,Income protection insurance,2022,2,3962935.159728208,2110465.460578476,1852469.6991497315,11891674.492027616
1729,2024-12-31,Income protection insurance,2023,0,4731174.301074299,1248579.8977161385,3482594.4033581605,
1729,2024-12-31,Income protection insurance,2023,1,5120763.19937353,2321835.3667255878,2798927.832647943,15253857.222786613
1729,2024-12-31,Income protection insurance,2024,0,10370705.852663688,1677826.1329582408,8692879.719705448,27324508.717208747
1183,2024-12-31,Miscellaneous financial loss,2015,0,1395615.704326206,207516.71266945,1188098.9916567558,
1183,2024-12-31,Miscellaneous financial loss,2015,1,2132487.306398947,924201.4972799658,1208285.809118981,
1183,2024-12-31,Miscellaneous financial loss,2015,2,2483602.304136848,1188439.1509655449,1295163.1531713028,
1183,2024-12-31,Miscellaneous financial loss,2015,3,3056636.6208156506,1359428.0197725948,1697208.6010430558,
1183,2024-12-31,Miscellaneous financial loss,2015,4,3042837.235465725,1973462.8056585945,1069374.4298071307,
1183,2024-12-31,Miscellaneous financial loss,2015,5,2869299.785063617,2529000.6658638427,340299.1191997742,
1183,2024-12-31,Miscellaneous financial loss,2015,6,4045720.09252079,3534308.317789413,511411.7747313767,
1183,2024-12-31,Miscellaneous financial loss,2015,7,3684253.618854023,4042492.8754777,-358239.256623677,
1183,2024-12-31,Miscellaneous financial loss,2015,8,3796285.420684996,3758216.9222995136,38068.49838548247,
1183,2024-12-31,Miscellaneous financial loss,2015,9,4599553.499561274,4574091.741220064,25461.75834121089,6265937.880439293
1183,2024-12-31,Miscellaneous financial loss,2016,0,8039188.032128305,449028.0791268152,7590159.95300149,
1183,2024-12-31,Miscellaneous financial loss,2016,1,7831934.901526352,2581678.385580958,5250256.5159453945,
1183,2024-12-31,Miscellaneous financial loss,2016,2,8092870.704055505,4373048.09327682,3719822.6107786847,
1183,2024-12-31,Miscellaneous financial loss,2016,3,10206266.824697658,4996959.06480396,5209307.759893699,
1183,2024-12-31,Miscellaneous financial loss,2016,4,9297164.860517353,7202142.596543596,2095022.2639737548,
1183,2024-12-31,Miscellaneous financial loss,2016,5,11126631.109578488,9199311.912936192,1927319.1966422943,
1183,2024-12-31,Miscellaneous financial loss,2016,6,12509173.397810845,10008689.566306014,2500483.831504829,
1183,2024-12-31,Miscellaneous financial loss,2016,7,13999993.760352874,12580410.36851834,1419583.3918345347,
1183,2024-12-31,Miscellaneous financial loss,2016,8,15043044.30727975,15104674.479830282,-61630.172550531104,21079503.92651297
1183,2024-12-31,Miscellaneous financial loss,2017,0,7073270.460110066,505640.3898637225,6567630.070246344,
1183,2024-12-31,Miscellaneous financial loss,2017,1,10847530.79064431,4264188.8191363085,6583341.971508002,
1183,2024-12-31,Miscellaneous financial loss,2017,2,11304444.89478908,4993545.968667567,6310898.926121514,
1183,2024-12-31,Miscellaneous financial loss,2017,3,12850662.86678743,6772007.72465394,6078655.14213349,
1183,2024-12-31,Miscellaneous financial loss,2017,4,12593847.833786463,9110965.748288456,3482882.085498009,
1183,2024-12-31,Miscellaneous financial loss,2017,5,13608167.118842466,9881600.416354038,3726566.702488428,
1183,2024-12-31,Miscellaneous financial loss,2017,6,15346420.524303284,14781469.620485164,564950.9038181193,
1183,2024-12-31,Miscellaneous financial loss,2017,7,17848019.152039528,15793008.223931188,2055010.92810834,27212156.847509105
1183,2024-12-31,Miscellaneous financial loss,2018,0,5152517.73458674,567457.468716138,4585060.265870602,
1183,2024-12-31,Miscellaneous financial loss,2018,1,4356093.648781209,1764832.1231530888,2591261.5256281206,
1183,2024-12-31,Miscellaneous financial loss,2018,2,4446168.76512354,2869214.8772086594,1576953.8879148802,
1183,2024-12-31,Miscellaneous financial loss,2018,3,5737868.797163298,3574678.9047408025,2163189.892422496,
1183,2024-12-31,Miscellaneous financial loss,2018,4,5852895.022873139,5043906.958156756,808988.0647163829,
1183,2024-12-31,Miscellaneous financial loss,2018,5,7048081.220654,5830102.88704494,1217978.3336090597,
1183,2024-12-31,Miscellaneous financial loss,2018,6,7367957.389161506,6507970.5623650765,859986.8267964292,12916497.93457915
1183,2024-12-31,Miscellaneous financial loss,2019,0,3948475.801083277,569693.1426050672,3378782.6584782093,
1183,2024-12-31,Miscellaneous financial loss,2019,1,5564242.557753587,2036689.5892064408,3527552.9685471463,
1183,2024-12-31,Miscellaneous financial loss,2019,2,5228407.505586226,2354050.6670641955,2874356.83852203,
1183,2024-12-31,Miscellaneous financial loss,2019,3,6706347.992863461,3110735.9850454214,3595612.00781804,
1183,2024-12-31,Miscellaneous financial loss,2019,4,6183002.0731723765,4520525.618927794,1662476.454244583,
1183,2024-12-31,Miscellaneous financial loss,2019,5,8364709.432422245,6682460.180499431,1682249.2519228142,13898460.7513239
1183,2024-12-31,Miscellaneous financial loss,2020,0,7425204.878585907,842931.9583668796,6582272.920219027,
1183,2024-12-31,Miscellaneous financial loss,2020,1,5729728.983475994,2155435.4136036835,3574293.569872311,
1183,2024-12-31,Miscellaneous financial loss,2020,2,7649290.8601098545,3263890.7319483324,4385400.128161522,
1183,2024-12-31,Miscellaneous financial loss,2020,3,8592260.502344312,5229177.721370593,3363082.7809737194,
1183,2024-12-31,Miscellaneous financial loss,2020,4,10114625.546041075,6436693.80071961,3677931.7453214647,18034095.727514304
1183,2024-12-31,Miscellaneous financial loss,2021,0,5449607.19454349,1093545.7772942274,4356061.417249262,
1183,2024-12-31,Miscellaneous financial loss,2021,1,5697387.899680703,2207270.6585608823,3490117.2411198206,
1183,2024-12-31,Miscellaneous financial loss,2021,2,7258721.766509678,3592568.4549395954,3666153.311570083,
1183,2024-12-31,Miscellaneous financial loss,2021,3,7107632.647404795,3780880.643634504,3326752.003770291,16656849.0099929
1183,2024-12-31,Miscellaneous financial loss,2022,0,8097934.057968849,855675.5773709005,7242258.480597949,
1183,2024-12-31,Miscellaneous financial loss,2022,1,8441967.079793025,2856637.1457935898,5585329.933999435,
1183,2024-12-31,Miscellaneous financial loss,2022,2,9862347.327756086,5108918.945567664,4753428.382188423,21934920.23638637
1183,2024-12-31,Miscellaneous financial loss,2023,0,5614752.575090069,1276653.2376459404,4338099.3374441285,
1183,2024-12-31,Miscellaneous financial loss,2023,1,7786264.253643079,3330823.3370141094,4455440.91662897,24047355.40924619
1183,2024-12-31,Miscellaneous financial loss,2024,0,5790619.169493203,325423.6741660463,5465195.495327157,20025894.82733067
1183,2024-12-31,Motor vehicle liability insurance,2015,0,9751344.497223262,1593677.6094275878,8157666.887795674,
1183,2024-12-31,Motor vehicle liability insurance,2015,1,7458089.449483865,2953732.6741504543,4504356.77533341,
1183,2024-12-31,Motor vehicle liability insurance,2015,2,8371694.093447328,5409007.223042646,2962686.870404681,
1183,2024-12-31,Motor vehicle liability insurance,2015,3,10575130.721054442,7190743.873850323,3384386.847204119,
1183,2024-12-31,Motor vehicle liability insurance,2015,4,14117095.6363635,9428447.421267886,4688648.215095613,
1183,2024-12-31,Motor vehicle liability insurance,2015,5,12187640.86452891,9042184.235017909,3145456.6295110025,
1183,2024-12-31,Motor vehicle liability insurance,2015,6,13517589.19370315,13359253.790237838,158335.40346531197,
1183,2024-12-31,Motor vehicle liability insurance,2015,7,16823429.11889448,14022706.09159008,2800723.0273044016,
1183,2024-12-31,Motor vehicle liability insurance,2015,8,17011278.084471673,14518557.70472614,2492720.3797455337,
1183,2024-12-31,Motor vehicle liability insurance,2015,9,20053820.632634424,18395816.807558574,1658003.82507585,24886303.90302435
1183,2024-12-31,Motor vehicle liability insurance,2016,0,9988506.01070096,1989454.7982577311,7999051.212443229,
1183,2024-12-31,Motor vehicle liability insurance,2016,1,10041086.731893532,2881537.567125784,7159549.164767749,
1183,2024-12-31,Motor vehicle liability insurance,2016,2,9295051.908732085,5453852.856853994,3841199.051878089,
1183,2024-12-31,Motor vehicle liability insurance,2016,3,9719801.021808367,7143518.385661837,2576282.6361465305,
1183,2024-12-31,Motor vehicle liability insurance,2016,4,13753524.940875456,8357528.072574146,5395996.86830131,
1183,2024-12-31,Motor vehicle liability insurance,2016,5,14641674.961923877,11350150.753270496,3291524.208653379,
1183,2024-12-31,Motor vehicle liability insurance,2016,6,12462274.278969496,13394985.957989156,-932711.6790196616,
1183,2024-12-31,Motor vehicle liability insurance,2016,7,15865160.540325282,15703464.434919102,161696.10540618002,
1183,2024-12-31,Motor vehicle liability insurance,2016,8,14445292.597567748,16616490.2842904,-2171197.686722653,25679952.027586456
1183,2024-12-31,Motor vehicle liability insurance,2017,0,7697809.842434861,386012.5967625863,7311797.245672274,
1183,2024-12-31,Motor vehicle liability insurance,2017,1,7982439.676401227,3742509.091572352,4239930.584828875,
1183,2024-12-31,Motor vehicle liability insurance,2017,2,9670848.56540472,5296333.159543272,4374515.405861447,
1183,2024-12-31,Motor vehicle liability insurance,2017,3,12167672.609232867,5787282.426417507,6380390.182815362,
1183,2024-12-31,Motor vehicle liability insurance,2017,4,14666498.514044892,9426561.897648904,5239936.616395988,
1183,2024-12-31,Motor vehicle liability insurance,2017,5,15929542.257427763,12863714.902284613,3065827.355143152,
1183,2024-12-31,Motor vehicle liability insurance,2017,6,15754147.58795672,13705967.683059176,2048179.9048975443,
1183,2024-12-31,Motor vehicle liability insurance,2017,7,17738804.864476323,14202149.030865198,3536655.833611125,26247901.799250487
1183,2024-12-31,Motor vehicle liability insurance,2018,0,3930849.955075092,444210.4696588603,3486639.485416231,
1183,2024-12-31,Motor vehicle liability insurance,2018,1,6453216.149408521,2024562.625649949,4428653.523758572,
1183,2024-12-31,Motor vehicle liability insurance,2018,2,6149242.275664295,3116024.7700339807,3033217.5056303144,
1183,2024-12-31,Motor vehicle liability insurance,2018,3,7491500.470348271,4249136.730619594,3242363.739728676,
1183,2024-12-31,Motor vehicle liability insurance,2018,4,7556042.764662148,5001824.830878518,2554217.933783631,
1183,2024-12-31,Motor vehicle liability insurance,2018,5,9290476.078364952,7621795.8477133885,1668680.230651565,
1183,2024-12-31,Motor vehicle liability insurance,2018,6,9078127.151328936,7651763.516565548,1426363.634763388,16893420.139230613
1183,2024-12-31,Motor vehicle liability insurance,2019,0,3780467.9405369423,723020.2339177935,3057447.706619149,
1183,2024-12-31,Motor vehicle liability insurance,2019,1,4120502.328200129,1551502.493107837,2568999.835092292,
1183,2024-12-31,Motor vehicle liability insurance,2019,2,5648428.655931374,2840805.2984648687,2807623.3574665054,
1183,2024-12-31,Motor vehicle liability insurance,2019,3,5431785.165120376,3165771.872730355,2266013.292390021,
1183,2024-12-31,Motor vehicle liability insurance,2019,4,6665297.265695361,3741930.619121706,2923366.646573656,
1183,2024-12-31,Motor vehicle liability insurance,2019,5,6927519.235708045,5551513.248331433,1376005.9873766117,12243020.226446748
1183,2024-12-31,Motor vehicle liability insurance,2020,0,5940851.861475462,1407514.168015454,4533337.693460008,
1183,2024-12-31,Motor vehicle liability insurance,2020,1,8629884.62619173,3774524.548131735,4855360.078059995,
1183,2024-12-31,Motor vehicle liability insurance,2020,2,10665408.40107275,5445442.551048355,5219965.850024395,
1183,2024-12-31,Motor vehicle liability insurance,2020,3,10563585.036228506,6582690.123521986,3980894.91270652,
1183,2024-12-31,Motor vehicle liability insurance,2020,4,14018680.375737518,9864558.08057778,4154122.2951597385,25621717.284449
1183,2024-12-31,Motor vehicle liability insurance,2021,0,5611157.442912118,1179238.1551001396,4431919.287811978,
1183,2024-12-31,Motor vehicle liability insurance,2021,1,6662241.89333352,2493220.3091900623,4169021.5841434575,
1183,2024-12-31,Motor vehicle liability insurance,2021,2,5749493.966299746,3700038.778180002,2049455.1881197444,
1183,2024-12-31,Motor vehicle liability insurance,2021,3,8240076.728881967,4043998.817187416,4196077.911694552,17962893.89711757
1183,2024-12-31,Motor vehicle liability insurance,2022,0,6361510.56666488,9633.98408695616,6351876.582577924,
1183,2024-12-31,Motor vehicle liability insurance,2022,1,6809949.312308981,2461137.368361032,4348811.943947949,
1183,2024-12-31,Motor vehicle liability insurance,2022,2,7135632.296797792,3585826.561308581,3549805.7354892106,17959576.35342569
1183,2024-12-31,Motor vehicle liability insurance,2023,0,1550556.543893251,316522.6255325781,1234033.918360673,
1183,2024-12-31,Motor vehicle liability insurance,2023,1,2670710.6174398605,920077.2126259384,1750633.404813922,6810405.19408169
1183,2024-12-31,Motor vehicle liability insurance,2024,0,1514517.4368327784,86197.77063704666,1428319.6661957316,5124861.571102755
1183,2024-12-31,"Marine, aviation and transport insurance",2015,0,4562268.230983693,271726.6394021824,4290541.59158151,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,1,6045217.712205423,2034695.4800897725,4010522.2321156505,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,2,6022699.694483036,3185832.920490249,2836866.773992786,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,3,7407501.160535974,3593911.382948773,3813589.777587201,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,4,8399716.101995818,5136888.398619693,3262827.703376125,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,5,8239201.937350776,5909031.116858161,2330170.820492615,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,6,8545173.685185287,8605842.239522578,-60668.55433729105,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,7,10737914.000272404,8351000.693468834,2386913.3068035683,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,8,9526889.873400416,10541513.282390185,-1014623.4089897684,
1183,2024-12-31,"Marine, aviation and transport insurance",2015,9,11453756.947276631,11941316.5890188,-487559.6417421661,15511557.237725448
1183,2024-12-31,"Marine, aviation and transport insurance",2016,0,4376315.221684162,1202836.7387767509,3173478.4829074107,
