Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding
1183,2024-12-31,Miscellaneous financial loss,2015,5,2464484.9999655755,1738027.1621595116,726457.8378060639
1183,2024-12-31,Miscellaneous financial loss,2015,6,1837437.027457745,1760533.0901912688,76903.93726647622
1183,2024-12-31,Miscellaneous financial loss,2015,7,2862095.589608543,2176538.8725617374,685556.7170468057
1183,2024-12-31,Miscellaneous financial loss,2015,8,2960150.316689986,2660397.028206719,299753.2884832667
1183,2024-12-31,Miscellaneous financial loss,2015,9,2733009.773527917,2391843.3682146687,341166.40531324875
1183,2024-12-31,Miscellaneous financial loss,2016,0,5807713.444449854,280905.42998375616,5526808.014466098
1183,2024-12-31,Miscellaneous financial loss,2016,1,4232591.091253068,2244132.011530811,1988459.079722257
1183,2024-12-31,Miscellaneous financial loss,2016,2,5593266.620664313,2470020.569083089,3123246.0515812244
1183,2024-12-31,Miscellaneous financial loss,2016,3,4741007.5371564105,3971405.5523084826,769601.9848479279
1183,2024-12-31,Miscellaneous financial loss,2016,4,7246276.748097984,4378266.529487138,2868010.2186108464
1183,2024-12-31,Miscellaneous financial loss,2016,5,7229163.555457869,5485323.819092891,1743839.7363649774
1183,2024-12-31,Miscellaneous financial loss,2016,6,7095418.6944611175,7635443.316738754,-540024.6222776361
1183,2024-12-31,Miscellaneous financial loss,2016,7,7781230.411408806,8111752.594655255,-330522.18324644864
1183,2024-12-31,Miscellaneous financial loss,2016,8,7821310.993844232,6616463.056237502,1204847.9376067305
1183,2024-12-31,Miscellaneous financial loss,2017,0,3908709.428670941,243991.34829606127,3664718.08037488
1183,2024-12-31,Miscellaneous financial loss,2017,1,4988941.567681802,2070400.124194137,2918541.4434876656
1183,2024-12-31,Miscellaneous financial loss,2017,2,6580414.193526916,3948883.575490432,2631530.618036485
1183,2024-12-31,Miscellaneous financial loss,2017,3,6956283.405601275,5112160.038779284,1844123.3668219915
1183,2024-12-31,Miscellaneous financial loss,2017,4,8653776.604301441,5762371.358373078,2891405.245928364
1183,2024-12-31,Miscellaneous financial loss,2017,5,9886637.09908689,8914242.957989447,972394.1410974432
1183,2024-12-31,Miscellaneous financial loss,2017,6,11183942.127925975,9095856.766521174,2088085.3614048029
1183,2024-12-31,Miscellaneous financial loss,2017,7,9670556.242182368,10349638.400579616,-679082.1583972462
1183,2024-12-31,Miscellaneous financial loss,2018,0,3087409.374964152,342960.8737621634,2744448.5012019887
1183,2024-12-31,Miscellaneous financial loss,2018,1,3288290.376199374,1292921.4868391447,1995368.8893602293
1183,2024-12-31,Miscellaneous financial loss,2018,2,3842440.32691219,1275089.6688092055,2567350.6581029845
1183,2024-12-31,Miscellaneous financial loss,2018,3,3866062.250939237,2187679.72412072,1678382.5268185176
1183,2024-12-31,Miscellaneous financial loss,2018,4,4478473.884152219,2188051.276760993,2290422.607391225
1183,2024-12-31,Miscellaneous financial loss,2018,5,4493811.911429355,3403411.618621744,1090400.2928076112
1183,2024-12-31,Miscellaneous financial loss,2018,6,4669085.628473059,4325368.153506034,343717.4749670252
1183,2024-12-31,Miscellaneous financial loss,2019,0,3828454.675205664,412291.7699564875,3416162.9052491765
1183,2024-12-31,Miscellaneous financial loss,2019,1,2641045.875285464,1245425.7840091796,1395620.0912762843
1183,2024-12-31,Miscellaneous financial loss,2019,2,3692213.6918780576,2106259.9316679463,1585953.7602101113
1183,2024-12-31,Miscellaneous financial loss,2019,3,3077013.565307963,2759280.9498574347,317732.61545052845
1183,2024-12-31,Miscellaneous financial loss,2019,4,4736219.437439648,3122929.4385006228,1613289.9989390248
1183,2024-12-31,Miscellaneous financial loss,2019,5,4027779.153131532,3231530.687943591,796248.4651879412
1183,2024-12-31,Miscellaneous financial loss,2020,0,4275188.106965842,613759.0999513821,3661429.00701446
1183,2024-12-31,Miscellaneous financial loss,2020,1,5028013.623244911,2147661.629084679,2880351.9941602326
1183,2024-12-31,Miscellaneous financial loss,2020,2,3642369.1690818896,2381939.2826475394,1260429.8864343502
1183,2024-12-31,Miscellaneous financial loss,2020,3,4771524.209850173,2789093.1059461,1982431.1039040736
1183,2024-12-31,Miscellaneous financial loss,2020,4,4571418.487846394,3843537.0230016178,727881.4648447763
1183,2024-12-31,Miscellaneous financial loss,2021,0,3213890.2293218183,800160.8828648047,2413729.346457014
1183,2024-12-31,Miscellaneous financial loss,2021,1,3951404.557394878,1652246.3242693502,2299158.233125528
1183,2024-12-31,Miscellaneous financial loss,2021,2,3367889.148148323,1720737.002389405,1647152.145758918
1183,2024-12-31,Miscellaneous financial loss,2021,3,4739203.40149876,3327220.9857076304,1411982.4157911297
1183,2024-12-31,Miscellaneous financial loss,2022,0,4982886.92630728,521639.2145556464,4461247.711751633
1183,2024-12-31,Miscellaneous financial loss,2022,1,3832675.1999901887,2053219.7661196964,1779455.4338704925
1183,2024-12-31,Miscellaneous financial loss,2022,2,4931897.272352055,2288203.3544864063,2643693.9178656484
1183,2024-12-31,Miscellaneous financial loss,2023,0,4425707.719375262,1222348.46821262,3203359.251162642
1183,2024-12-31,Miscellaneous financial loss,2023,1,5931462.15018039,2156267.2245152784,3775194.925665112
1183,2024-12-31,Miscellaneous financial loss,2024,0,3885885.9083483154,222166.59294411747,3663719.315404198
1183,2024-12-31,Motor vehicle liability insurance,2015,0,4645554.074233531,1273284.59531268,3372269.478920851
1183,2024-12-31,Motor vehicle liability insurance,2015,1,6851915.005443952,2770269.1078206724,4081645.89762328
1183,2024-12-31,Motor vehicle liability insurance,2015,2,7250878.029741427,2402278.838551731,4848599.191189696
1183,2024-12-31,Motor vehicle liability insurance,2015,3,7302156.755512903,3535628.612090087,3766528.143422816
1183,2024-12-31,Motor vehicle liability insurance,2015,4,6098439.505811311,4722427.1782544805,1376012.3275568308
1183,2024-12-31,Motor vehicle liability insurance,2015,5,9688411.77372412,8458657.875584517,1229753.8981396034
1183,2024-12-31,Motor vehicle liability insurance,2015,6,10380102.120724935,8148668.392747445,2231433.727977492
1183,2024-12-31,Motor vehicle liability insurance,2015,7,8064473.014329906,9620800.934973087,-1556327.9206431834
1183,2024-12-31,Motor vehicle liability insurance,2015,8,10581572.986936424,11694650.813111551,-1113077.826175129
1183,2024-12-31,Motor vehicle liability insurance,2015,9,9214790.039701892,9409363.331160927,-194573.29145903516
1183,2024-12-31,Motor vehicle liability insurance,2016,0,4776719.517661708,1973953.961475888,2802765.556185821
1183,2024-12-31,Motor vehicle liability insurance,2016,1,4351764.6017034575,2875602.966313013,1476161.635390445
1183,2024-12-31,Motor vehicle liability insurance,2016,2,7115816.303231345,2751581.2491277205,4364235.054103624
1183,2024-12-31,Motor vehicle liability insurance,2016,3,9001177.441097695,4089068.6920818016,4912108.749015894
1183,2024-12-31,Motor vehicle liability insurance,2016,4,7009042.378059961,6176269.050680645,832773.3273793161
1183,2024-12-31,Motor vehicle liability insurance,2016,5,7618285.706241522,6457817.781261823,1160467.9249796988
1183,2024-12-31,Motor vehicle liability insurance,2016,6,11521312.849540103,8190242.457669485,3331070.39187062
1183,2024-12-31,Motor vehicle liability insurance,2016,7,10129729.526516242,8991681.128580345,1138048.397935897
1183,2024-12-31,Motor vehicle liability insurance,2016,8,14116488.36840459,10517201.633383317,3599286.7350212727
1183,2024-12-31,Motor vehicle liability insurance,2017,0,6002396.886186952,260235.73830841665,5742161.147878535
1183,2024-12-31,Motor vehicle liability insurance,2017,1,7307759.11980019,2373570.4269082155,4934188.692891975
1183,2024-12-31,Motor vehicle liability insurance,2017,2,7916791.147021392,3497486.696669783,4419304.450351609
1183,2024-12-31,Motor vehicle liability insurance,2017,3,6997524.41923669,5711835.79066423,1285688.6285724605
1183,2024-12-31,Motor vehicle liability insurance,2017,4,6551453.770042355,5426004.701212167,1125449.0688301884
1183,2024-12-31,Motor vehicle liability insurance,2017,5,7199209.07430331,5639286.163100249,1559922.9112030612
1183,2024-12-31,Motor vehicle liability insurance,2017,6,9115771.178670388,8676959.206905223,438811.9717651643
1183,2024-12-31,Motor vehicle liability insurance,2017,7,8853854.344826682,11060877.217972657,-2207022.873145975
1183,2024-12-31,Motor vehicle liability insurance,2018,0,2827386.48575907,203747.80233782047,2623638.683421249
1183,2024-12-31,Motor vehicle liability insurance,2018,1,2962714.2089846875,1741809.5177073348,1220904.6912773526
1183,2024-12-31,Motor vehicle liability insurance,2018,2,5044683.57601918,2480938.155807757,2563745.420211423
1183,2024-12-31,Motor vehicle liability insurance,2018,3,4899304.086969757,3185346.0037712227,1713958.0831985348
1183,2024-12-31,Motor vehicle liability insurance,2018,4,5568760.736352947,4185537.619832049,1383223.1165208975
1183,2024-12-31,Motor vehicle liability insurance,2018,5,5491569.240088572,4203840.407049432,1287728.8330391394
1183,2024-12-31,Motor vehicle liability insurance,2018,6,7091242.732446723,6900669.378832547,190573.3536141757
1183,2024-12-31,Motor vehicle liability insurance,2019,0,3441984.777972077,493289.535622353,2948695.242349724
1183,2024-12-31,Motor vehicle liability insurance,2019,1,2930026.419290006,1268709.0058882174,1661317.4134017888
1183,2024-12-31,Motor vehicle liability insurance,2019,2,2593995.2378257154,1280406.6484136763,1313588.5894120391
1183,2024-12-31,Motor vehicle liability insurance,2019,3,3712251.380601847,2320650.0547029804,1391601.3258988666
1183,2024-12-31,Motor vehicle liability insurance,2019,4,3118359.5054028486,3106629.12064704,11730.384755808394
1183,2024-12-31,Motor vehicle liability insurance,2019,5,3936462.278947644,3139671.9633931178,796790.3155545262
1183,2024-12-31,Motor vehicle liability insurance,2020,0,3217692.967116298,1013378.131962526,2204314.835153772
1183,2024-12-31,Motor vehicle liability insurance,2020,1,6661148.791968895,2341888.819132515,4319259.97283638
1183,2024-12-31,Motor vehicle liability insurance,2020,2,6231517.4296344165,3003020.3643052275,3228497.065329189
1183,2024-12-31,Motor vehicle liability insurance,2020,3,8648453.921354806,4944533.251028002,3703920.670326804
1183,2024-12-31,Motor vehicle liability insurance,2020,4,6293307.059343364,4353833.123978837,1939473.9353645267
1183,2024-12-31,Motor vehicle liability insurance,2021,0,4939244.827512494,521631.8341811969,4417612.993331297
1183,2024-12-31,Motor vehicle liability insurance,2021,1,3546746.181850477,1590374.9208835368,1956371.2609669403
1183,2024-12-31,Motor vehicle liability insurance,2021,2,5542319.192978838,1945867.8014592903,3596451.391519548
1183,2024-12-31,Motor vehicle liability insurance,2021,3,5162314.834675239,3997436.120946909,1164878.7137283292
1183,2024-12-31,Motor vehicle liability insurance,2022,0,5197469.516624797,8914.672047722896,5188554.844577074
1183,2024-12-31,Motor vehicle liability insurance,2022,1,3193283.791615269,1540155.8732086683,1653127.9184066008
1183,2024-12-31,Motor vehicle liability insurance,2022,2,4927526.804307135,2445752.9892438822,2481773.8150632526
1183,2024-12-31,Motor vehicle liability insurance,2023,0,721370.8176173265,235651.2061138046,485719.6115035219
1183,2024-12-31,Motor vehicle liability insurance,2023,1,1386457.671926211,702790.1031204903,683667.568805721
1183,2024-12-31,Motor vehicle liability insurance,2024,0,1225156.9318711397,48538.08959685711,1176618.8422742826
1183,2024-12-31,"Marine, aviation and transport insurance",2015,0,3707617.902492204,153196.8417683749,3554421.060723829
1183,2024-12-31,"Marine, aviation and transport insurance",2015,1,2999859.7194283376,1583335.492563732,1416524.2268646057
1183,2024-12-31,"Marine, aviation and transport insurance",2015,2,3771443.4105250295,1711238.632013783,2060204.7785112464
1183,2024-12-31,"Marine, aviation and transport insurance",2015,3,4031012.181711955,3269196.6223999853,761815.5593119697
1183,2024-12-31,"Marine, aviation and transport insurance",2015,4,4313416.769991106,3762304.611771156,551112.1582199507
1183,2024-12-31,"Marine, aviation and transport insurance",2015,5,5013653.575730732,4693253.293607046,320400.2821236858
1183,2024-12-31,"Marine, aviation and transport insurance",2015,6,6314450.831580712,4767819.8255668245,1546631.006013888
1183,2024-12-31,"Marine, aviation and transport insurance",2015,7,5066831.019475043,6663507.075291238,-1596676.055816195
1183,2024-12-31,"Marine, aviation and transport insurance",2015,8,7538839.152798264,5670929.2924985625,1867909.8602997016
1183,2024-12-31,"Marine, aviation and transport insurance",2015,9,6636160.983786583,5244105.445491255,1392055.5382953277
1183,2024-12-31,"Marine, aviation and transport insurance",2016,0,2962108.051610413,772590.1105138775,2189517.941096536
1183,2024-12-31,"Marine, aviation and transport insurance",2016,1,3204015.814863536,815013.4186097549,2389002.3962537814
1183,2024-12-31,"Marine, aviation and transport insurance",2016,2,3265048.6756291413,1511652.0847866829,1753396.5908424584
1183,2024-12-31,"Marine, aviation and transport insurance",2016,3,2777428.575078289,2275404.016168129,502024.5589101603
1183,2024-12-31,"Marine, aviation and transport insurance",2016,4,3368665.556233394,2645489.2602239656,723176.2960094283
1183,2024-12-31,"Marine, aviation and transport insurance",2016,5,4799556.891239009,2587283.9287017835,2212272.9625372253
1183,2024-12-31,"Marine, aviation and transport insurance",2016,6,3949765.4599203225,3702264.087520524,247501.3723997986
1183,2024-12-31,"Marine, aviation and transport insurance",2016,7,3804296.549669548,3814388.220442317,-10091.670772769954
1183,2024-12-31,"Marine, aviation and transport insurance",2016,8,4983131.873092958,4212607.383492548,770524.4896004098
1183,2024-12-31,"Marine, aviation and transport insurance",2017,0,1186000.6698493196,263206.4684840196,922794.2013653
1183,2024-12-31,"Marine, aviation and transport insurance",2017,1,1028703.2287276596,423874.3131185765,604828.9156090831
1183,2024-12-31,"Marine, aviation and transport insurance",2017,2,1317343.2215269136,767577.4426043715,549765.7789225421
1183,2024-12-31,"Marine, aviation and transport insurance",2017,3,2048476.249823835,1211664.1055581989,836812.1442656361
1183,2024-12-31,"Marine, aviation and transport insurance",2017,4,1754537.858435351,1245874.9483656427,508662.91006970825
