reporting_period,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Inception_Date,Expiry_Date,Gross_Written_Premium,Net_Written_Premium,Broker,Country,Risk_Code
2025-11-30,POL000192,33,2022,A1,Direct Accident & Health,USD,2022-11-25,2023-11-25,2773473.18,2153272.1,Broker_23,US,4
2025-11-30,POL000193,33,2023,D1,Direct Motor (Private Car),EUR,2023-06-28,2024-06-27,4258610.54,3203018.65,Broker_47,GB,6
2025-11-30,POL000194,33,2020,E1,Energy Offshore,JPY,2020-08-10,2021-08-10,4341602.88,3913874.03,Broker_16,CA,4
2025-11-30,POL000195,2010,2020,E1,Energy Offshore,USD,2020-11-02,2021-11-02,1125836.03,1057532.37,Broker_18,US,9
2025-11-30,POL000196,33,2023,A1,Direct Accident & Health,GBP,2023-04-14,2024-04-13,704598.14,651447.07,Broker_46,JP,4
2025-11-30,POL000197,1183,2026,D1,Direct Motor (Private Car),JPY,2026-09-13,2027-09-13,1843996.77,1322225.12,Broker_34,FR,9
2025-11-30,POL000198,2791,2021,E1,Energy Offshore,USD,2021-12-06,2022-12-06,11659.21,8213.0,Broker_2,FR,7
2025-11-30,POL000199,1183,2022,D1,Direct Motor (Private Car),EUR,2022-02-10,2023-02-10,1066659.2,875887.63,Broker_50,JP,8
2025-11-30,POL000200,2010,2026,D1,Direct Motor (Private Car),EUR,2026-05-09,2027-05-09,3915653.24,3000748.54,Broker_7,FR,1
2025-11-30,POL000201,2791,2024,D2,Direct Motor (Commercial),GBP,2024-05-07,2025-05-07,1111805.12,826558.34,Broker_36,FR,6
2025-11-30,POL000202,5000,2022,A2,Accident & Health Reinsurance,CAD,2022-03-07,2023-03-07,2632268.06,2159535.65,Broker_7,JP,6
2025-11-30,POL000203,623,2022,A2,Accident & Health Reinsurance,JPY,2022-06-15,2023-06-15,2914919.67,2536690.5,Broker_39,JP,1
2025-11-30,POL000204,623,2019,A2,Accident & Health Reinsurance,AUD,2019-05-21,2020-05-20,4009670.19,3768665.6,Broker_36,GB,3
2025-11-30,POL000205,2987,2022,D2,Direct Motor (Commercial),CAD,2022-07-21,2023-07-21,2446323.27,1804193.18,Broker_48,FR,2
2025-11-30,POL000206,1910,2026,D1,Direct Motor (Private Car),AUD,2026-04-06,2027-04-06,1968044.67,1848103.27,Broker_49,GB,1
2025-11-30,POL000207,1910,2026,A1,Direct Accident & Health,GBP,2026-02-28,2027-02-28,391320.13,301254.64,Broker_50,US,8
2025-11-30,POL000208,623,2024,D2,Direct Motor (Commercial),USD,2024-08-27,2025-08-27,2256120.92,1707299.59,Broker_17,FR,7
2025-11-30,POL000209,1910,2020,E1,Energy Offshore,AUD,2020-12-01,2021-12-01,2221932.71,1581922.11,Broker_8,GB,7
2025-11-30,POL000210,2987,2020,E1,Energy Offshore,EUR,2020-08-17,2021-08-17,4782941.98,4229924.31,Broker_31,AU,4
2025-11-30,POL000211,2791,2024,D1,Direct Motor (Private Car),EUR,2024-12-19,2025-12-19,878805.58,636781.57,Broker_30,AU,8
2025-11-30,POL000212,2525,2018,D2,Direct Motor (Commercial),CHF,2018-08-08,2019-08-08,3127071.21,2487537.96,Broker_50,DE,1
2025-11-30,POL000213,2791,2026,D2,Direct Motor (Commercial),GBP,2026-09-26,2027-09-26,2396493.92,2214249.3,Broker_10,JP,4
2025-11-30,POL000214,1910,2023,A2,Accident & Health Reinsurance,AUD,2023-05-16,2024-05-15,4060731.24,3508957.67,Broker_11,US,1
2025-11-30,POL000215,1910,2024,A2,Accident & Health Reinsurance,GBP,2024-09-08,2025-09-08,2166063.65,1754189.35,Broker_25,US,6
2025-11-30,POL000216,2791,2022,D2,Direct Motor (Commercial),CAD,2022-03-14,2023-03-14,73447.3,69635.67,Broker_32,AU,7
2025-11-30,POL000217,5000,2026,A1,Direct Accident & Health,CHF,2026-02-21,2027-02-21,3777659.22,3079301.78,Broker_8,AU,8
2025-11-30,POL000218,5000,2023,D2,Direct Motor (Commercial),JPY,2023-11-25,2024-11-24,4687566.45,3331891.46,Broker_18,US,5
2025-11-30,POL000219,2791,2019,D1,Direct Motor (Private Car),CHF,2019-03-23,2020-03-22,4205108.11,3713953.11,Broker_43,JP,1
2025-11-30,POL000220,1910,2023,D1,Direct Motor (Private Car),EUR,2023-07-07,2024-07-06,2890092.19,2656817.27,Broker_37,CA,8
2025-11-30,POL000221,2525,2025,A2,Accident & Health Reinsurance,GBP,2025-12-05,2026-12-05,4408439.39,3392186.21,Broker_35,US,2
2025-11-30,POL000222,2010,2022,A2,Accident & Health Reinsurance,JPY,2022-07-27,2023-07-27,948243.43,748018.17,Broker_13,GB,4
2025-11-30,POL000223,2791,2023,A2,Accident & Health Reinsurance,CAD,2023-01-14,2024-01-14,1020378.0,958663.87,Broker_20,DE,3
2025-11-30,POL000224,5000,2022,D1,Direct Motor (Private Car),USD,2022-04-15,2023-04-15,2248567.05,1979903.16,Broker_24,AU,3
2025-11-30,POL000225,2525,2023,E1,Energy Offshore,AUD,2023-06-08,2024-06-07,900079.2,636597.07,Broker_46,FR,9
2025-11-30,POL000226,2791,2024,A1,Direct Accident & Health,CHF,2024-04-14,2025-04-14,3619789.78,2628091.68,Broker_4,AU,8
2025-11-30,POL000227,33,2020,A2,Accident & Health Reinsurance,CHF,2020-12-28,2021-12-28,1617318.94,1389475.36,Broker_19,AU,8
2025-11-30,POL000228,2525,2021,E1,Energy Offshore,EUR,2021-04-23,2022-04-23,3680172.98,2793120.27,Broker_49,DE,9
2025-11-30,POL000229,4242,2018,E1,Energy Offshore,GBP,2018-06-04,2019-06-04,2485870.26,1850887.31,Broker_15,AU,7
2025-11-30,POL000230,2010,2022,A2,Accident & Health Reinsurance,GBP,2022-04-10,2023-04-10,1679211.33,1186445.38,Broker_49,AU,6
2025-11-30,POL000231,4242,2020,A1,Direct Accident & Health,AUD,2020-03-10,2021-03-10,4265112.82,3226068.78,Broker_5,JP,5
2025-11-30,POL000232,2791,2022,A1,Direct Accident & Health,USD,2022-05-04,2023-05-04,676065.06,486868.51,Broker_39,CA,2
2025-11-30,POL000233,1183,2025,A1,Direct Accident & Health,GBP,2025-04-06,2026-04-06,295828.45,223736.81,Broker_44,FR,9
2025-11-30,POL000234,2791,2021,A1,Direct Accident & Health,AUD,2021-08-12,2022-08-12,232528.59,164879.49,Broker_7,DE,7
2025-11-30,POL000235,1910,2023,A2,Accident & Health Reinsurance,CHF,2023-10-25,2024-10-24,3885785.68,2783549.7,Broker_45,FR,8
2025-11-30,POL000236,2791,2026,A2,Accident & Health Reinsurance,AUD,2026-04-18,2027-04-18,2061367.06,1621957.46,Broker_15,US,8
2025-11-30,POL000237,2791,2025,E1,Energy Offshore,JPY,2025-09-05,2026-09-05,4906672.48,3749347.99,Broker_3,CA,5
2025-11-30,POL000238,1910,2020,A1,Direct Accident & Health,EUR,2020-09-21,2021-09-21,3046551.09,2398783.02,Broker_41,GB,2
2025-11-30,POL000239,623,2026,D2,Direct Motor (Commercial),CHF,2026-06-23,2027-06-23,2730076.59,2580275.11,Broker_34,FR,9
2025-11-30,POL000240,5000,2018,A1,Direct Accident & Health,USD,2018-06-14,2019-06-14,2296920.2,1886171.31,Broker_21,JP,2
2025-11-30,POL000241,4242,2019,A1,Direct Accident & Health,USD,2019-02-16,2020-02-16,2064710.05,1781314.9,Broker_22,FR,8
2025-11-30,POL000242,1910,2020,D2,Direct Motor (Commercial),EUR,2020-01-07,2021-01-06,4361957.14,3647520.64,Broker_4,AU,4
2025-11-30,POL000243,4242,2023,E1,Energy Offshore,CAD,2023-12-14,2024-12-13,1201593.09,976666.69,Broker_28,US,1
2025-11-30,POL000244,33,2025,A1,Direct Accident & Health,JPY,2025-03-08,2026-03-08,1419330.18,1132174.27,Broker_35,AU,7
2025-11-30,POL000245,2791,2019,A1,Direct Accident & Health,EUR,2019-03-05,2020-03-04,4822738.5,3621595.04,Broker_10,FR,9
2025-11-30,POL000246,2791,2022,E1,Energy Offshore,CHF,2022-09-15,2023-09-15,987245.65,912451.41,Broker_18,US,4
2025-11-30,POL000247,4242,2019,D2,Direct Motor (Commercial),CHF,2019-03-13,2020-03-12,4531654.84,3485867.28,Broker_40,AU,1
2025-11-30,POL000248,2987,2022,E1,Energy Offshore,CAD,2022-06-14,2023-06-14,426485.78,392624.56,Broker_12,DE,7
2025-11-30,POL000249,2987,2024,E1,Energy Offshore,AUD,2024-05-13,2025-05-13,1621825.88,1539549.91,Broker_31,DE,7
2025-11-30,POL000250,623,2020,A1,Direct Accident & Health,GBP,2020-04-25,2021-04-25,4116562.65,3097459.14,Broker_5,DE,9
2025-11-30,POL000251,2791,2023,A2,Accident & Health Reinsurance,EUR,2023-12-12,2024-12-11,4940447.18,4571514.36,Broker_44,FR,9
2025-11-30,POL000252,623,2023,A2,Accident & Health Reinsurance,EUR,2023-12-28,2024-12-27,2631920.21,2003114.96,Broker_28,US,1
2025-11-30,POL000253,623,2021,D1,Direct Motor (Private Car),USD,2021-09-19,2022-09-19,2257251.38,2002648.29,Broker_23,AU,1
2025-11-30,POL000254,623,2020,D2,Direct Motor (Commercial),GBP,2020-04-16,2021-04-16,540655.19,421024.36,Broker_28,CA,7
2025-11-30,POL000255,4242,2021,A1,Direct Accident & Health,CAD,2021-01-08,2022-01-08,372627.65,268019.7,Broker_3,FR,9
2025-11-30,POL000256,4242,2020,E1,Energy Offshore,GBP,2020-05-21,2021-05-21,3269282.32,3055393.47,Broker_12,GB,7
2025-11-30,POL000257,2010,2019,D1,Direct Motor (Private Car),EUR,2019-01-06,2020-01-06,3356954.24,2820211.35,Broker_27,US,8
2025-11-30,POL000258,4242,2022,D2,Direct Motor (Commercial),JPY,2022-03-19,2023-03-19,4884233.64,3554159.86,Broker_20,GB,9
2025-11-30,POL000259,1910,2023,A2,Accident & Health Reinsurance,CHF,2023-06-16,2024-06-15,3541364.75,3340194.27,Broker_3,US,3
2025-11-30,POL000260,2010,2021,D2,Direct Motor (Commercial),AUD,2021-07-14,2022-07-14,3636088.25,2822287.24,Broker_19,CA,4
2025-11-30,POL000261,1910,2021,E1,Energy Offshore,GBP,2021-09-01,2022-09-01,2349152.15,1821335.99,Broker_11,JP,3
2025-11-30,POL000262,2010,2026,D1,Direct Motor (Private Car),CAD,2026-11-04,2027-11-04,4387424.89,4033427.45,Broker_46,AU,9
2025-11-30,POL000263,1910,2018,E1,Energy Offshore,JPY,2018-12-03,2019-12-03,1346205.61,1207937.12,Broker_21,CA,5
2025-11-30,POL000264,623,2022,D2,Direct Motor (Commercial),EUR,2022-12-01,2023-12-01,3690453.09,3067910.33,Broker_9,FR,3
2025-11-30,POL000265,2987,2025,A2,Accident & Health Reinsurance,GBP,2025-08-13,2026-08-13,3475307.78,2504139.16,Broker_12,AU,9
2025-11-30,POL000266,1183,2021,A2,Accident & Health Reinsurance,AUD,2021-06-08,2022-06-08,4741060.52,3846477.05,Broker_29,DE,4
2025-11-30,POL000267,5000,2021,D2,Direct Motor (Commercial),JPY,2021-12-13,2022-12-13,4854123.37,3716651.35,Broker_24,US,7
2025-11-30,POL000268,2010,2025,A1,Direct Accident & Health,CHF,2025-06-06,2026-06-06,4458485.28,3124195.54,Broker_12,AU,8
2025-11-30,POL000269,1183,2018,D2,Direct Motor (Commercial),GBP,2018-01-03,2019-01-03,988527.59,842912.55,Broker_45,FR,8
2025-11-30,POL000270,2987,2023,E1,Energy Offshore,GBP,2023-01-08,2024-01-08,193239.6,140486.43,Broker_26,CA,5
2025-11-30,POL000271,623,2023,A1,Direct Accident & Health,JPY,2023-09-09,2024-09-08,4085244.06,3150297.45,Broker_17,JP,3
2025-11-30,POL000272,5000,2024,A1,Direct Accident & Health,AUD,2024-11-14,2025-11-14,4964156.03,3638092.35,Broker_46,JP,1
2025-11-30,POL000273,1910,2020,D2,Direct Motor (Commercial),CAD,2020-08-08,2021-08-08,3358005.59,2567340.72,Broker_48,GB,7
2025-11-30,POL000274,2525,2025,E1,Energy Offshore,GBP,2025-11-14,2026-11-14,265165.55,202693.03,Broker_23,GB,4
2025-11-30,POL000275,33,2019,A2,Accident & Health Reinsurance,CAD,2019-01-04,2020-01-04,1851574.58,1352123.91,Broker_28,FR,1
2025-11-30,POL000276,2987,2020,D2,Direct Motor (Commercial),CHF,2020-09-07,2021-09-07,2069249.88,1782708.52,Broker_10,US,3
2025-11-30,POL000277,2525,2020,A2,Accident & Health Reinsurance,JPY,2020-09-25,2021-09-25,780064.61,579558.46,Broker_6,DE,5
2025-11-30,POL000278,33,2023,E1,Energy Offshore,EUR,2023-08-02,2024-08-01,68415.99,55109.66,Broker_35,DE,1
2025-11-30,POL000279,5000,2022,E1,Energy Offshore,AUD,2022-01-25,2023-01-25,3648575.7,3148986.86,Broker_28,JP,6
2025-11-30,POL000280,33,2020,D2,Direct Motor (Commercial),AUD,2020-07-09,2021-07-09,1538504.36,1380417.33,Broker_44,US,3
2025-11-30,POL000281,1183,2026,D2,Direct Motor (Commercial),CHF,2026-07-08,2027-07-08,4449363.64,3128247.14,Broker_36,FR,1
2025-11-30,POL000282,1910,2025,A2,Accident & Health Reinsurance,CAD,2025-05-07,2026-05-07,721544.78,665642.56,Broker_1,CA,4
2025-11-30,POL000283,1183,2019,E1,Energy Offshore,CAD,2019-03-11,2020-03-10,1935513.77,1737956.0,Broker_11,GB,1
2025-11-30,POL000284,4242,2025,E1,Energy Offshore,USD,2025-04-24,2026-04-24,4940299.47,4018935.62,Broker_4,GB,2
2025-11-30,POL000285,623,2020,D1,Direct Motor (Private Car),EUR,2020-04-26,2021-04-26,204590.1,144796.38,Broker_27,US,3
2025-11-30,POL000286,33,2022,D1,Direct Motor (Private Car),JPY,2022-10-05,2023-10-05,4179046.38,3312309.01,Broker_37,DE,7
2025-11-30,POL000287,4242,2019,D2,Direct Motor (Commercial),CAD,2019-09-17,2020-09-16,450126.5,383381.45,Broker_17,JP,6
2025-11-30,POL000288,2791,2022,E1,Energy Offshore,GBP,2022-01-13,2023-01-13,2713107.01,2415955.2,Broker_23,DE,3
2025-11-30,POL000289,2525,2020,A2,Accident & Health Reinsurance,USD,2020-01-21,2021-01-20,1718815.41,1319297.26,Broker_44,DE,7
2025-11-30,POL000290,2791,2018,D1,Direct Motor (Private Car),CAD,2018-08-03,2019-08-03,761102.24,688180.45,Broker_36,DE,1
2025-11-30,POL000291,1183,2019,D2,Direct Motor (Commercial),JPY,2019-09-24,2020-09-23,3107095.79,2331341.06,Broker_21,FR,5
2025-11-30,POL000292,2987,2021,E1,Energy Offshore,JPY,2021-03-27,2022-03-27,4548178.51,4004834.04,Broker_45,CA,6
2025-11-30,POL000293,623,2024,D1,Direct Motor (Private Car),CAD,2024-05-17,2025-05-17,3406971.91,2782458.69,Broker_12,AU,1
2025-11-30,POL000294,1183,2021,D1,Direct Motor (Private Car),JPY,2021-07-26,2022-07-26,2462176.71,2045111.15,Broker_24,CA,9
2025-11-30,POL000295,1183,2018,A2,Accident & Health Reinsurance,EUR,2018-05-14,2019-05-14,2285336.59,1853097.07,Broker_47,CA,4
2025-11-30,POL000296,5000,2020,E1,Energy Offshore,CHF,2020-09-08,2021-09-08,4271270.22,3458821.03,Broker_49,GB,8
2025-11-30,POL000297,1183,2022,D1,Direct Motor (Private Car),AUD,2022-07-16,2023-07-16,3815356.01,3557111.16,Broker_22,DE,3
2025-11-30,POL000298,4242,2022,A2,Accident & Health Reinsurance,CAD,2022-02-09,2023-02-09,1401011.76,1054508.27,Broker_30,CA,3
2025-11-30,POL000299,1183,2025,A2,Accident & Health Reinsurance,USD,2025-01-08,2026-01-08,1480150.79,1041402.74,Broker_1,FR,9
2025-11-30,POL000300,623,2022,A1,Direct Accident & Health,AUD,2022-08-08,2023-08-08,3846924.68,3326186.22,Broker_1,FR,3
2025-11-30,POL000301,33,2019,A1,Direct Accident & Health,JPY,2019-04-06,2020-04-05,1537625.33,1287426.91,Broker_14,FR,2
2025-11-30,POL000302,1183,2023,D1,Direct Motor (Private Car),USD,2023-08-17,2024-08-16,2508115.1,2253864.68,Broker_16,AU,2
2025-11-30,POL000303,33,2025,A2,Accident & Health Reinsurance,CHF,2025-12-02,2026-12-02,1412212.45,1272220.8,Broker_14,AU,7
2025-11-30,POL000304,4242,2024,E1,Energy Offshore,AUD,2024-07-01,2025-07-01,2749412.44,2075307.35,Broker_13,JP,3
2025-11-30,POL000305,623,2026,D1,Direct Motor (Private Car),GBP,2026-06-17,2027-06-17,3601759.35,3301852.98,Broker_10,US,4
2025-11-30,POL000306,1910,2021,D2,Direct Motor (Commercial),USD,2021-02-28,2022-02-28,1180920.67,916156.51,Broker_15,AU,4
2025-11-30,POL000307,5000,2024,A2,Accident & Health Reinsurance,CHF,2024-02-18,2025-02-17,4120652.67,3627947.83,Broker_41,FR,1
2025-11-30,POL000308,2010,2019,A1,Direct Accident & Health,JPY,2019-06-17,2020-06-16,322821.21,293713.92,Broker_41,AU,5
2025-11-30,POL000309,2010,2026,E1,Energy Offshore,GBP,2026-11-19,2027-11-19,2829271.94,2593415.33,Broker_4,FR,2
2025-11-30,POL000310,1183,2020,E1,Energy Offshore,GBP,2020-06-16,2021-06-16,4682242.56,4067862.17,Broker_17,US,7
2025-11-30,POL000311,2525,2018,E1,Energy Offshore,CAD,2018-11-25,2019-11-25,3522246.89,2469414.95,Broker_23,JP,5
2025-11-30,POL000312,623,2025,A1,Direct Accident & Health,CAD,2025-11-17,2026-11-17,3383780.07,3167203.18,Broker_9,JP,4
2025-11-30,POL000313,1183,2022,D1,Direct Motor (Private Car),USD,2022-01-05,2023-01-05,2497868.29,1989002.64,Broker_41,DE,2
2025-11-30,POL000314,1183,2026,D2,Direct Motor (Commercial),CAD,2026-07-09,2027-07-09,938254.77,786273.77,Broker_36,CA,2
2025-11-30,POL000315,2010,2023,A1,Direct Accident & Health,EUR,2023-06-24,2024-06-23,3242088.72,2914832.77,Broker_23,JP,2
2025-11-30,POL000316,2010,2019,D2,Direct Motor (Commercial),EUR,2019-12-06,2020-12-05,3227714.69,2578242.74,Broker_40,AU,6
2025-11-30,POL000317,2987,2022,D2,Direct Motor (Commercial),CAD,2022-11-03,2023-11-03,3337664.64,3023347.94,Broker_10,JP,5
2025-11-30,POL000318,2525,2022,E1,Energy Offshore,JPY,2022-08-02,2023-08-02,106444.88,77821.01,Broker_10,DE,9
2025-11-30,POL000319,1183,2023,A1,Direct Accident & Health,CAD,2023-08-11,2024-08-10,4389458.63,3118333.76,Broker_26,AU,1
2025-11-30,POL000320,2791,2018,D2,Direct Motor (Commercial),CAD,2018-10-12,2019-10-12,636495.57,448243.68,Broker_47,AU,9
2025-11-30,POL000321,33,2023,E1,Energy Offshore,CHF,2023-05-25,2024-05-24,3867977.95,3208449.54,Broker_12,DE,5
2025-11-30,POL000322,2791,2024,E1,Energy Offshore,CAD,2024-03-09,2025-03-09,2739346.62,2485794.84,Broker_23,GB,8
2025-11-30,POL000323,1910,2023,E1,Energy Offshore,EUR,2023-04-08,2024-04-07,337817.35,255747.61,Broker_34,US,7
2025-11-30,POL000324,2525,2025,D2,Direct Motor (Commercial),GBP,2025-07-05,2026-07-05,2658379.4,2293488.47,Broker_11,CA,6
2025-11-30,POL000325,2010,2024,A1,Direct Accident & Health,USD,2024-09-26,2025-09-26,4237500.25,3300109.09,Broker_19,DE,5
2025-11-30,POL000326,1910,2018,D2,Direct Motor (Commercial),GBP,2018-04-06,2019-04-06,1459617.48,1193233.01,Broker_47,CA,9
2025-11-30,POL000327,33,2018,A2,Accident & Health Reinsurance,USD,2018-05-20,2019-05-20,3158299.73,2564281.53,Broker_33,US,6
2025-11-30,POL000328,33,2022,E1,Energy Offshore,JPY,2022-05-06,2023-05-06,1380772.04,1245099.27,Broker_18,AU,3
2025-11-30,POL000329,4242,2025,E1,Energy Offshore,CAD,2025-11-12,2026-11-12,4219811.82,3988980.24,Broker_13,US,6
2025-11-30,POL000330,2010,2020,D2,Direct Motor (Commercial),CAD,2020-08-27,2021-08-27,4905907.22,4132662.38,Broker_11,JP,9
2025-11-30,POL000331,33,2024,D1,Direct Motor (Private Car),CHF,2024-06-22,2025-06-22,75017.54,52778.41,Broker_44,DE,2
2025-11-30,POL000332,2987,2022,D1,Direct Motor (Private Car),USD,2022-02-23,2023-02-23,1970040.94,1799741.69,Broker_30,FR,1
2025-11-30,POL000333,5000,2021,A1,Direct Accident & Health,USD,2021-06-22,2022-06-22,3019290.89,2744088.43,Broker_36,JP,5
2025-11-30,POL000334,1910,2025,A2,Accident & Health Reinsurance,USD,2025-07-08,2026-07-08,4043294.44,3086874.45,Broker_27,GB,3
2025-11-30,POL000335,2525,2026,D2,Direct Motor (Commercial),JPY,2026-08-23,2027-08-23,4598459.81,4360782.69,Broker_32,GB,7
2025-11-30,POL000336,2987,2021,D1,Direct Motor (Private Car),CAD,2021-05-03,2022-05-03,297937.61,241654.62,Broker_26,AU,1
2025-11-30,POL000337,33,2021,E1,Energy Offshore,AUD,2021-04-21,2022-04-21,1799306.52,1554884.71,Broker_50,GB,4
2025-11-30,POL000338,2791,2026,A2,Accident & Health Reinsurance,GBP,2026-05-26,2027-05-26,4782037.27,3524574.18,Broker_45,GB,4
2025-11-30,POL000339,623,2025,D1,Direct Motor (Private Car),EUR,2025-05-03,2026-05-03,1638428.77,1490830.77,Broker_45,FR,7
2025-11-30,POL000340,5000,2025,A2,Accident & Health Reinsurance,AUD,2025-05-14,2026-05-14,3904023.86,3197723.22,Broker_15,US,4
2025-11-30,POL000341,1910,2020,A1,Direct Accident & Health,CHF,2020-12-14,2021-12-14,365079.84,261854.21,Broker_15,DE,5
2025-11-30,POL000342,2987,2025,D1,Direct Motor (Private Car),EUR,2025-08-04,2026-08-04,3471154.11,3098979.41,Broker_42,FR,3
2025-11-30,POL000343,33,2018,A1,Direct Accident & Health,CHF,2018-05-24,2019-05-24,1457245.68,1359249.54,Broker_31,AU,5
2025-11-30,POL000344,2010,2026,A1,Direct Accident & Health,CAD,2026-06-06,2027-06-06,282625.76,266592.27,Broker_7,CA,6
2025-11-30,POL000345,623,2021,E1,Energy Offshore,EUR,2021-03-22,2022-03-22,3649430.52,3436710.24,Broker_38,DE,4
2025-11-30,POL000346,2010,2024,E1,Energy Offshore,USD,2024-02-05,2025-02-04,3565980.45,3224341.22,Broker_14,GB,6
2025-11-30,POL000347,2791,2023,E1,Energy Offshore,AUD,2023-08-17,2024-08-16,1909641.51,1534621.2,Broker_42,US,2
2025-11-30,POL000348,2010,2023,A1,Direct Accident & Health,GBP,2023-01-04,2024-01-04,4746551.05,4072730.07,Broker_21,JP,6
2025-11-30,POL000349,2987,2026,A1,Direct Accident & Health,EUR,2026-04-17,2027-04-17,4665295.06,4230846.83,Broker_40,CA,7
2025-11-30,POL000350,4242,2024,A1,Direct Accident & Health,USD,2024-07-25,2025-07-25,1377617.23,1242290.76,Broker_29,GB,6
2025-11-30,POL000351,4242,2021,D2,Direct Motor (Commercial),AUD,2021-03-17,2022-03-17,3508837.61,3093967.35,Broker_47,JP,7
2025-11-30,POL000352,2987,2020,A1,Direct Accident & Health,USD,2020-04-04,2021-04-04,1927931.64,1361694.94,Broker_35,AU,1
2025-11-30,POL000353,33,2024,E1,Energy Offshore,CAD,2024-08-27,2025-08-27,2510428.52,2200511.84,Broker_33,GB,8
2025-11-30,POL000354,1183,2018,E1,Energy Offshore,AUD,2018-11-16,2019-11-16,4314575.95,3213556.15,Broker_35,DE,9
2025-11-30,POL000355,2791,2024,D2,Direct Motor (Commercial),USD,2024-08-22,2025-08-22,3366787.94,3027315.89,Broker_7,AU,8
2025-11-30,POL000356,5000,2019,D1,Direct Motor (Private Car),CHF,2019-03-19,2020-03-18,70662.29,61370.55,Broker_33,GB,5
2025-11-30,POL000357,623,2018,D1,Direct Motor (Private Car),JPY,2018-01-05,2019-01-05,3666168.26,2937084.15,Broker_33,AU,2
2025-11-30,POL000358,2010,2023,D1,Direct Motor (Private Car),AUD,2023-11-02,2024-11-01,1034953.03,823160.51,Broker_33,JP,4
2025-11-30,POL000359,4242,2023,D1,Direct Motor (Private Car),AUD,2023-08-20,2024-08-19,1396485.35,1074008.64,Broker_10,GB,9
2025-11-30,POL000360,1910,2018,A2,Accident & Health Reinsurance,USD,2018-06-26,2019-06-26,575384.49,460825.58,Broker_5,US,4
2025-11-30,POL000361,2010,2018,A1,Direct Accident & Health,CAD,2018-07-27,2019-07-27,3031358.52,2513594.86,Broker_35,US,8
2025-11-30,POL000362,2525,2024,A2,Accident & Health Reinsurance,CHF,2024-11-15,2025-11-15,4757601.87,3683919.12,Broker_20,FR,3
2025-11-30,POL000363,2791,2019,D1,Direct Motor (Private Car),JPY,2019-05-02,2020-05-01,3521923.63,2793994.68,Broker_27,US,9
2025-11-30,POL000364,2987,2021,A1,Direct Accident & Health,EUR,2021-12-02,2022-12-02,4331817.21,4057541.41,Broker_26,GB,5
2025-11-30,POL000365,4242,2022,D1,Direct Motor (Private Car),EUR,2022-08-22,2023-08-22,3129771.8,2483125.58,Broker_45,FR,1
2025-11-30,POL000366,2987,2021,E1,Energy Offshore,CHF,2021-01-09,2022-01-09,2256768.69,2119997.79,Broker_36,GB,6
2025-11-30,POL000367,4242,2019,A1,Direct Accident & Health,EUR,2019-06-18,2020-06-17,472201.16,418887.8,Broker_25,FR,4
2025-11-30,POL000368,2010,2020,D1,Direct Motor (Private Car),CAD,2020-01-11,2021-01-10,3192064.35,2427582.56,Broker_20,JP,8
2025-11-30,POL000369,5000,2022,A1,Direct Accident & Health,CHF,2022-04-15,2023-04-15,157225.24,124049.57,Broker_46,JP,2
2025-11-30,POL000370,1910,2019,D1,Direct Motor (Private Car),EUR,2019-10-01,2020-09-30,3367629.63,2425660.83,Broker_48,CA,2
2025-11-30,POL000371,4242,2021,D1,Direct Motor (Private Car),EUR,2021-08-14,2022-08-14,1993266.3,1651227.31,Broker_27,AU,8
2025-11-30,POL000372,1183,2018,A2,Accident & Health Reinsurance,GBP,2018-06-11,2019-06-11,2696276.4,2068619.32,Broker_28,GB,6
