reporting_period,Exposure_ID,Syndicate_Number,Exposure_Date,Quarter,LOB_Code,LOB_Name,Risk_Type,Risk_Category,Gross_Exposure,Net_Exposure,SCR_Contribution,Correlation_Factor,Diversification_Benefit,Calculation_Method
2025-11-30,EXP00000171,2987,2025-03-30,2025-Q1,E1,Energy Offshore,Reserve_Risk,Underwriting,1458380.9,1220493.51,1691403.55,0.329,163644.97,Standard_Formula
2025-11-30,EXP00000172,2987,2025-03-30,2025-Q1,E1,Energy Offshore,Cat_Risk,Underwriting,931050.44,786697.3,856170.56,0.4895,98057.04,Standard_Formula
2025-11-30,EXP00000173,2987,2025-03-30,2025-Q1,E1,Energy Offshore,Market_Risk,Non_Underwriting,1299905.3,1058695.51,1358827.09,0.6777,225047.46,Standard_Formula
2025-11-30,EXP00000174,2987,2025-03-30,2025-Q1,E1,Energy Offshore,Credit_Risk,Non_Underwriting,505003.53,373589.43,522188.69,0.691,94052.77,Standard_Formula
2025-11-30,EXP00000175,2987,2025-03-30,2025-Q1,E1,Energy Offshore,Operational_Risk,Non_Underwriting,448289.08,388833.87,429112.21,0.5293,65845.84,Standard_Formula
2025-11-30,EXP00000177,2987,2025-06-30,2025-Q2,A1,Direct Accident & Health,Premium_Risk,Underwriting,1262500.8,1125939.52,1192943.36,0.3175,126836.43,Standard_Formula
2025-11-30,EXP00000178,2987,2025-06-30,2025-Q2,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1480471.47,1279449.59,1661334.67,0.3984,185861.28,Standard_Formula
2025-11-30,EXP00000179,2987,2025-06-30,2025-Q2,A1,Direct Accident & Health,Cat_Risk,Underwriting,923931.85,793764.59,890445.0,0.555,139617.95,Standard_Formula
2025-11-30,EXP00000180,2987,2025-06-30,2025-Q2,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1162201.73,988664.0,1204079.24,0.5237,212240.1,Standard_Formula
2025-11-30,EXP00000181,2987,2025-06-30,2025-Q2,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,548574.08,418732.28,463065.54,0.5386,88332.82,Standard_Formula
2025-11-30,EXP00000182,2987,2025-06-30,2025-Q2,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,436479.11,361045.12,432479.87,0.3579,54507.32,Standard_Formula
2025-11-30,EXP00000184,2987,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1261629.4,1062616.2,1268477.38,0.5227,178411.46,Standard_Formula
2025-11-30,EXP00000185,2987,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1482882.62,1211974.14,1471352.76,0.5699,260678.15,Standard_Formula
2025-11-30,EXP00000186,2987,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,983684.15,681251.65,918573.12,0.5884,171651.66,Standard_Formula
2025-11-30,EXP00000187,2987,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1381395.87,1118514.63,1164160.28,0.6143,209135.68,Standard_Formula
2025-11-30,EXP00000188,2987,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,455323.27,443374.73,502803.14,0.609,78068.1,Standard_Formula
2025-11-30,EXP00000189,2987,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,425239.62,351228.13,469516.58,0.3834,68339.08,Standard_Formula
2025-11-30,EXP00000191,2987,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1289887.35,1028206.25,1231697.96,0.3659,158728.27,Standard_Formula
2025-11-30,EXP00000192,2987,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1559329.29,1165914.23,1644901.08,0.4113,188356.34,Standard_Formula
2025-11-30,EXP00000193,2987,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,916428.33,703173.43,982397.58,0.6195,133957.93,Standard_Formula
2025-11-30,EXP00000194,2987,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1299175.24,930403.54,1216939.2,0.3614,152395.62,Standard_Formula
2025-11-30,EXP00000195,2987,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,500592.17,417443.39,467395.67,0.5116,73542.96,Standard_Formula
2025-11-30,EXP00000196,2987,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,397384.26,385294.76,447297.59,0.404,70333.54,Standard_Formula
2025-11-30,EXP00000198,2987,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1366210.29,885713.36,1371995.63,0.5624,193610.8,Standard_Formula
2025-11-30,EXP00000199,2987,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1540377.05,1142495.77,1421192.23,0.4738,243995.44,Standard_Formula
2025-11-30,EXP00000200,2987,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,1036072.04,759732.65,982384.23,0.5527,177335.13,Standard_Formula
2025-11-30,EXP00000201,2987,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1254993.06,925166.84,1191887.99,0.4435,149692.44,Standard_Formula
2025-11-30,EXP00000202,2987,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,532682.41,389506.34,491287.61,0.5002,64793.59,Standard_Formula
2025-11-30,EXP00000203,2987,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,407366.14,372983.08,448401.76,0.3764,46761.33,Standard_Formula
2025-11-30,EXP00000205,2987,2025-06-30,2025-Q2,E1,Energy Offshore,Premium_Risk,Underwriting,1267782.63,1048472.44,1191173.4,0.4566,236535.27,Standard_Formula
2025-11-30,EXP00000206,2987,2025-06-30,2025-Q2,E1,Energy Offshore,Reserve_Risk,Underwriting,1574512.28,1371054.89,1587366.93,0.5443,248794.01,Standard_Formula
2025-11-30,EXP00000207,2987,2025-06-30,2025-Q2,E1,Energy Offshore,Cat_Risk,Underwriting,875017.02,669908.06,984845.37,0.5424,127257.11,Standard_Formula
2025-11-30,EXP00000208,2987,2025-06-30,2025-Q2,E1,Energy Offshore,Market_Risk,Non_Underwriting,1280349.42,1018087.84,1317599.22,0.5318,208751.05,Standard_Formula
2025-11-30,EXP00000209,2987,2025-06-30,2025-Q2,E1,Energy Offshore,Credit_Risk,Non_Underwriting,508023.97,368272.68,539171.55,0.4607,60738.38,Standard_Formula
2025-11-30,EXP00000210,2987,2025-06-30,2025-Q2,E1,Energy Offshore,Operational_Risk,Non_Underwriting,481474.27,365776.2,477438.71,0.3982,72631.03,Standard_Formula
2025-11-30,EXP00000212,2987,2025-09-30,2025-Q3,A1,Direct Accident & Health,Premium_Risk,Underwriting,1241200.63,891507.93,1251797.44,0.4378,136850.9,Standard_Formula
2025-11-30,EXP00000213,2987,2025-09-30,2025-Q3,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1651322.45,1273691.6,1425999.35,0.3972,309465.34,Standard_Formula
2025-11-30,EXP00000214,2987,2025-09-30,2025-Q3,A1,Direct Accident & Health,Cat_Risk,Underwriting,985162.4,834961.23,954571.48,0.6315,142414.53,Standard_Formula
2025-11-30,EXP00000215,2987,2025-09-30,2025-Q3,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1254776.7,930732.63,1330763.49,0.5044,148972.8,Standard_Formula
2025-11-30,EXP00000216,2987,2025-09-30,2025-Q3,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,497419.26,399774.09,456594.26,0.5945,51341.16,Standard_Formula
2025-11-30,EXP00000217,2987,2025-09-30,2025-Q3,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,445395.59,365114.02,400198.84,0.43,77952.43,Standard_Formula
2025-11-30,EXP00000219,2987,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1168557.5,1005102.69,1161033.18,0.6841,154954.24,Standard_Formula
2025-11-30,EXP00000220,2987,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1553921.7,1233799.14,1604052.73,0.4312,232799.02,Standard_Formula
2025-11-30,EXP00000221,2987,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,1023336.04,671458.16,852092.79,0.699,138495.64,Standard_Formula
2025-11-30,EXP00000222,2987,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1216028.65,935114.82,1303469.35,0.5505,158808.27,Standard_Formula
2025-11-30,EXP00000223,2987,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,477433.46,436127.9,527349.93,0.6056,73264.93,Standard_Formula
2025-11-30,EXP00000224,2987,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,423656.09,352110.72,448637.8,0.589,64267.66,Standard_Formula
2025-11-30,EXP00000226,2987,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1307315.54,1011821.84,1173025.33,0.3305,196391.94,Standard_Formula
2025-11-30,EXP00000227,2987,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1561295.16,1220697.13,1594830.38,0.5804,193696.7,Standard_Formula
2025-11-30,EXP00000228,2987,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,952200.25,701964.42,970136.61,0.5223,160440.22,Standard_Formula
2025-11-30,EXP00000229,2987,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1342658.04,962913.09,1357068.15,0.3306,205794.97,Standard_Formula
2025-11-30,EXP00000230,2987,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,483790.49,427538.54,453735.05,0.6322,92246.05,Standard_Formula
2025-11-30,EXP00000231,2987,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,438922.96,390126.01,433032.54,0.662,44063.71,Standard_Formula
2025-11-30,EXP00000233,2987,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1234873.69,895566.78,1180417.15,0.4754,211636.61,Standard_Formula
2025-11-30,EXP00000234,2987,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1513094.52,1173914.32,1683063.97,0.3218,290245.62,Standard_Formula
2025-11-30,EXP00000235,2987,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,854283.35,662379.35,1025993.41,0.4362,109919.72,Standard_Formula
2025-11-30,EXP00000236,2987,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1178978.7,1043532.48,1340362.98,0.48,154207.8,Standard_Formula
2025-11-30,EXP00000237,2987,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,484431.53,372362.14,472145.0,0.5234,76824.77,Standard_Formula
2025-11-30,EXP00000238,2987,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,455734.12,323688.44,399895.23,0.5268,82751.83,Standard_Formula
2025-11-30,EXP00000240,2987,2025-09-30,2025-Q3,E1,Energy Offshore,Premium_Risk,Underwriting,1311587.92,936239.33,1239043.55,0.3862,147105.23,Standard_Formula
2025-11-30,EXP00000241,2987,2025-09-30,2025-Q3,E1,Energy Offshore,Reserve_Risk,Underwriting,1691345.65,1148878.16,1634667.18,0.4406,197955.51,Standard_Formula
2025-11-30,EXP00000242,2987,2025-09-30,2025-Q3,E1,Energy Offshore,Cat_Risk,Underwriting,1025368.89,827333.94,892004.44,0.4647,160925.42,Standard_Formula
2025-11-30,EXP00000243,2987,2025-09-30,2025-Q3,E1,Energy Offshore,Market_Risk,Non_Underwriting,1336914.71,991084.06,1362409.5,0.4668,139281.08,Standard_Formula
2025-11-30,EXP00000244,2987,2025-09-30,2025-Q3,E1,Energy Offshore,Credit_Risk,Non_Underwriting,551857.59,445922.17,530771.42,0.6569,82894.63,Standard_Formula
2025-11-30,EXP00000245,2987,2025-09-30,2025-Q3,E1,Energy Offshore,Operational_Risk,Non_Underwriting,431750.2,341269.66,423304.68,0.574,57115.11,Standard_Formula
2025-11-30,EXP00000247,2987,2025-12-30,2025-Q4,A1,Direct Accident & Health,Premium_Risk,Underwriting,1218461.16,1006396.6,1244624.79,0.3195,179931.05,Standard_Formula
2025-11-30,EXP00000248,2987,2025-12-30,2025-Q4,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1569352.34,1276254.56,1688966.39,0.4392,267457.01,Standard_Formula
2025-11-30,EXP00000249,2987,2025-12-30,2025-Q4,A1,Direct Accident & Health,Cat_Risk,Underwriting,1022367.95,836322.96,1026522.06,0.6358,146836.06,Standard_Formula
2025-11-30,EXP00000250,2987,2025-12-30,2025-Q4,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1310275.06,898075.7,1179354.52,0.696,128987.12,Standard_Formula
2025-11-30,EXP00000251,2987,2025-12-30,2025-Q4,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,455980.1,376295.83,509731.25,0.3795,55483.29,Standard_Formula
2025-11-30,EXP00000252,2987,2025-12-30,2025-Q4,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,409202.87,349021.08,442960.52,0.4005,86043.76,Standard_Formula
2025-11-30,EXP00000254,2987,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1336215.4,999092.26,1174255.21,0.6565,145257.73,Standard_Formula
2025-11-30,EXP00000255,2987,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1630547.47,1297641.3,1692765.22,0.4272,196236.17,Standard_Formula
2025-11-30,EXP00000256,2987,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,929397.95,827069.23,874991.63,0.6789,156791.79,Standard_Formula
2025-11-30,EXP00000257,2987,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1151264.45,1032960.06,1265865.62,0.5517,188040.69,Standard_Formula
2025-11-30,EXP00000258,2987,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,533251.99,436682.92,509171.38,0.3373,75576.06,Standard_Formula
2025-11-30,EXP00000259,2987,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,404702.53,310252.11,434280.52,0.6879,51548.55,Standard_Formula
2025-11-30,EXP00000261,2987,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1334682.88,883274.44,1155520.1,0.6353,173713.34,Standard_Formula
2025-11-30,EXP00000262,2987,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1720164.13,1120381.49,1520870.23,0.5332,265166.73,Standard_Formula
2025-11-30,EXP00000263,2987,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,944871.42,819665.77,974419.68,0.675,168070.5,Standard_Formula
2025-11-30,EXP00000264,2987,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,1375450.38,1066212.2,1192688.67,0.5074,169475.45,Standard_Formula
2025-11-30,EXP00000265,2987,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,499674.26,401191.24,548683.44,0.5963,88735.73,Standard_Formula
2025-11-30,EXP00000266,2987,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,475904.85,309031.78,461456.14,0.5977,65520.89,Standard_Formula
2025-11-30,EXP00000268,2987,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,1208836.42,893594.44,1376154.4,0.4972,140528.15,Standard_Formula
2025-11-30,EXP00000269,2987,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1625652.61,1346720.1,1705027.76,0.4947,284542.98,Standard_Formula
2025-11-30,EXP00000270,2987,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,1010815.95,700839.22,928562.8,0.5416,145136.2,Standard_Formula
2025-11-30,EXP00000271,2987,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,1382738.26,974557.35,1350632.28,0.3778,240098.97,Standard_Formula
2025-11-30,EXP00000272,2987,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,454308.84,425781.54,499956.55,0.3033,95341.91,Standard_Formula
2025-11-30,EXP00000273,2987,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,454934.95,372217.89,450240.11,0.6669,80014.38,Standard_Formula
2025-11-30,EXP00000275,2987,2025-12-30,2025-Q4,E1,Energy Offshore,Premium_Risk,Underwriting,1206910.81,966400.82,1164424.83,0.3191,223941.8,Standard_Formula
2025-11-30,EXP00000276,2987,2025-12-30,2025-Q4,E1,Energy Offshore,Reserve_Risk,Underwriting,1519324.89,1271010.18,1637396.11,0.5866,293480.23,Standard_Formula
2025-11-30,EXP00000277,2987,2025-12-30,2025-Q4,E1,Energy Offshore,Cat_Risk,Underwriting,1002601.09,791198.8,887924.8,0.6336,104717.77,Standard_Formula
2025-11-30,EXP00000278,2987,2025-12-30,2025-Q4,E1,Energy Offshore,Market_Risk,Non_Underwriting,1190778.82,964821.83,1274616.13,0.6776,198067.08,Standard_Formula
2025-11-30,EXP00000279,2987,2025-12-30,2025-Q4,E1,Energy Offshore,Credit_Risk,Non_Underwriting,518772.93,411418.73,461521.64,0.4205,96902.2,Standard_Formula
2025-11-30,EXP00000280,2987,2025-12-30,2025-Q4,E1,Energy Offshore,Operational_Risk,Non_Underwriting,417211.82,344667.63,447592.28,0.6017,68920.3,Standard_Formula
2025-11-30,EXP00000282,33,2024-03-30,2024-Q1,A1,Direct Accident & Health,Premium_Risk,Underwriting,543299.54,461388.16,561524.71,0.5037,87316.52,Standard_Formula
2025-11-30,EXP00000283,33,2024-03-30,2024-Q1,A1,Direct Accident & Health,Reserve_Risk,Underwriting,673979.95,551134.48,679767.79,0.6992,72502.56,Standard_Formula
2025-11-30,EXP00000284,33,2024-03-30,2024-Q1,A1,Direct Accident & Health,Cat_Risk,Underwriting,425130.19,308419.1,401587.59,0.3759,72196.97,Standard_Formula
2025-11-30,EXP00000285,33,2024-03-30,2024-Q1,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,526048.15,456484.55,556950.49,0.4714,73672.24,Standard_Formula
2025-11-30,EXP00000286,33,2024-03-30,2024-Q1,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,228539.8,177460.91,199862.94,0.5957,38607.9,Standard_Formula
2025-11-30,EXP00000287,33,2024-03-30,2024-Q1,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,189166.94,135362.5,180411.27,0.5296,33773.04,Standard_Formula
2025-11-30,EXP00000289,33,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,503836.46,458538.28,549567.47,0.3938,81647.03,Standard_Formula
2025-11-30,EXP00000290,33,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,626840.13,571288.76,635376.26,0.3092,70506.57,Standard_Formula
2025-11-30,EXP00000291,33,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,429467.18,308551.29,414565.43,0.3184,43044.05,Standard_Formula
2025-11-30,EXP00000292,33,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,587692.71,462339.06,506621.38,0.5192,63342.03,Standard_Formula
2025-11-30,EXP00000293,33,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,232035.22,183213.41,239390.27,0.5258,30600.36,Standard_Formula
2025-11-30,EXP00000294,33,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,199825.8,157474.49,188806.91,0.468,22108.06,Standard_Formula
2025-11-30,EXP00000296,33,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,546936.73,401568.07,513450.96,0.3623,81352.11,Standard_Formula
2025-11-30,EXP00000297,33,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,685108.94,489495.25,707408.32,0.3652,100443.86,Standard_Formula
2025-11-30,EXP00000298,33,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,421002.62,292956.86,416702.51,0.6668,46785.47,Standard_Formula
2025-11-30,EXP00000299,33,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,595319.32,474388.22,553432.29,0.3501,94692.38,Standard_Formula
2025-11-30,EXP00000300,33,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,226252.48,183118.49,203483.0,0.4958,36339.54,Standard_Formula
2025-11-30,EXP00000301,33,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,190985.17,157308.25,194774.01,0.4707,22135.41,Standard_Formula
2025-11-30,EXP00000303,33,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,583780.12,455106.13,564944.38,0.3214,96382.87,Standard_Formula
2025-11-30,EXP00000304,33,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,647832.73,574774.38,711830.08,0.3363,105250.22,Standard_Formula
2025-11-30,EXP00000305,33,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,429438.39,352660.0,404864.75,0.31,70131.1,Standard_Formula
2025-11-30,EXP00000306,33,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,528886.73,410742.83,582015.67,0.451,81954.22,Standard_Formula
2025-11-30,EXP00000307,33,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,214707.08,193742.72,216452.81,0.4488,26683.53,Standard_Formula
2025-11-30,EXP00000308,33,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,190115.91,153703.4,198587.63,0.592,23758.66,Standard_Formula
2025-11-30,EXP00000310,33,2024-03-30,2024-Q1,E1,Energy Offshore,Premium_Risk,Underwriting,598201.19,454031.76,505728.14,0.6059,93456.52,Standard_Formula
2025-11-30,EXP00000311,33,2024-03-30,2024-Q1,E1,Energy Offshore,Reserve_Risk,Underwriting,713239.67,588233.33,705945.74,0.3068,113956.23,Standard_Formula
2025-11-30,EXP00000312,33,2024-03-30,2024-Q1,E1,Energy Offshore,Cat_Risk,Underwriting,436866.77,333573.17,385976.3,0.5691,43145.55,Standard_Formula
2025-11-30,EXP00000313,33,2024-03-30,2024-Q1,E1,Energy Offshore,Market_Risk,Non_Underwriting,545019.5,437198.05,602408.83,0.3723,84587.69,Standard_Formula
2025-11-30,EXP00000314,33,2024-03-30,2024-Q1,E1,Energy Offshore,Credit_Risk,Non_Underwriting,228286.94,154484.1,237501.25,0.579,35710.19,Standard_Formula
