reporting_period,LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Development_Period,Mean_Claims,Std_Dev_Claims,CV,P10,P25,P50,P75,P90,P95,P99,IQR,Skewness,Kurtosis,Number_Of_Simulations,Simulation_Method,Distribution_Type,Distribution_Param1,Distribution_Param2
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,1,17670774.92,4733243.28,0.2679,10097585.67,12937531.63,17670774.92,22404018.2,25243964.16,26190612.82,26947931.75,9466486.569999998,0.4009,3.698,10000,Bootstrap,Weibull,1.529,0.5269
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,2,20195171.33,4417693.73,0.2188,13126861.37,15777477.6,20195171.33,24612865.06,27263481.3,28147020.04,28853851.04,8835387.459999999,-0.3721,4.3468,10000,Bootstrap,Gamma,0.5866,0.5375
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,3,22719567.75,4102144.18,0.1806,16156137.07,18617423.57,22719567.75,26821711.93,29282998.43,30103427.27,30759770.34,8204288.359999999,1.2234,2.7934,10000,Bootstrap,Weibull,1.5599,0.1417
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,4,25243964.16,3786594.62,0.15,19185412.77,21457369.54,25243964.16,29030558.79,31302515.56,32059834.49,32665689.63,7573189.25,1.4861,4.2052,10000,Bootstrap,Weibull,1.9535,0.7014
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,5,27768360.58,3471045.07,0.125,22214688.47,24297315.51,27768360.58,31239405.65,33322032.7,34016241.71,34571608.92,6942090.139999997,-0.0154,4.8159,10000,Bootstrap,LogNormal,1.44,0.6183
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,6,30292757.0,3155495.52,0.1042,25243964.17,27137261.48,30292757.0,33448252.52,35341549.83,35972648.94,36477528.22,6310991.039999999,0.3582,3.2115,10000,Bootstrap,Gamma,1.2951,0.4295
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,7,32817153.41,2839945.97,0.0865,28273239.86,29977207.45,32817153.41,35657099.38,37361066.96,37929056.16,38383447.51,5679891.930000003,1.208,2.572,10000,Bootstrap,Weibull,1.2951,0.8529
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,8,35341549.83,2524396.42,0.0714,31302515.56,32817153.41,35341549.83,37865946.25,39380584.1,39885463.38,40289366.81,5048792.84,-0.4448,3.2058,10000,Bootstrap,LogNormal,0.5773,0.6355
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,9,37865946.25,2208846.86,0.0583,34331791.26,35657099.38,37865946.25,40074793.11,41400101.23,41841870.6,42195286.1,4417693.729999997,0.1335,4.8993,10000,Bootstrap,Weibull,1.4244,0.6056
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,10,40390342.66,1893297.31,0.0469,37361066.96,38497045.35,40390342.66,42283639.98,43419618.36,43798277.83,44101205.4,3786594.629999995,1.3345,3.0589,10000,Bootstrap,Weibull,1.3434,0.5885
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,11,42914739.08,1577747.76,0.0368,40390342.66,41336991.32,42914739.08,44492486.84,45439135.5,45754685.05,46007124.69,3155495.5200000033,-0.3358,4.8301,10000,Bootstrap,LogNormal,1.5504,0.8993
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,12,45439135.5,1262198.21,0.0278,43419618.36,44176937.29,45439135.5,46701333.71,47458652.63,47711092.27,47913043.99,2524396.420000002,1.4651,3.6991,10000,Bootstrap,Gamma,1.7055,0.6198
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,13,47963531.91,946648.66,0.0197,46448894.06,47016883.26,47963531.91,48910180.57,49478169.76,49667499.49,49818963.28,1893297.3100000024,1.4542,3.1181,10000,Bootstrap,LogNormal,0.5207,0.2674
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,14,50487928.33,631099.1,0.0125,49478169.76,49856829.23,50487928.33,51119027.43,51497686.9,51623906.72,51724882.57,1262198.200000003,-0.244,3.5924,10000,Bootstrap,Weibull,0.6161,0.2982
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Other motor insurance,15,50487928.33,315549.55,0.0063,49983049.05,50172378.78,50487928.33,50803477.88,50992807.61,51055917.52,51106405.45,631099.1000000015,-0.3075,3.7169,10000,Bootstrap,Gamma,0.9002,0.5239
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",0,21666607.5,7222202.5,0.3333,10111083.5,14444405.0,21666607.5,28888810.0,33222131.5,34666572.0,35822124.4,14444405.0,0.5337,2.8252,10000,Bootstrap,LogNormal,0.649,0.379
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",1,25277708.75,6770814.84,0.2679,14444405.0,18506893.91,25277708.75,32048523.6,36111012.51,37465175.47,38548505.85,13541629.690000001,1.2488,4.4713,10000,Bootstrap,Weibull,1.9387,0.5142
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",2,28888810.0,6319427.19,0.2188,18777726.5,22569382.82,28888810.0,35208237.19,38999893.51,40263778.94,41274887.29,12638854.369999997,0.1249,4.9273,10000,Bootstrap,Gamma,1.0727,0.1082
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",3,32499911.25,5868039.53,0.1806,23111048.0,26631871.72,32499911.25,38367950.79,41888774.51,43062382.41,44001268.74,11736079.07,1.1402,2.923,10000,Bootstrap,Gamma,1.5769,0.1136
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",4,36111012.51,5416651.88,0.15,27444369.5,30694360.63,36111012.51,41527664.38,44777655.51,45860985.88,46727650.18,10833303.750000004,-0.278,3.7089,10000,Bootstrap,Gamma,0.6018,0.8998
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",5,39722113.76,4965264.22,0.125,31777691.0,34756849.54,39722113.76,44687377.97,47666536.51,48659589.35,49454031.63,9930528.43,0.9997,3.3205,10000,Bootstrap,Weibull,1.3963,0.744
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",6,43333215.01,4513876.56,0.1042,36111012.51,38819338.44,43333215.01,47847091.57,50555417.51,51458192.82,52180413.07,9027753.130000003,1.0108,3.4892,10000,Bootstrap,Weibull,1.8482,0.9476
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",7,46944316.26,4062488.91,0.0865,40444334.01,42881827.35,46944316.26,51006805.16,53444298.51,54256796.29,54906794.51,8124977.809999995,-0.1086,4.7781,10000,Bootstrap,Gamma,1.569,0.8993
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",8,50555417.51,3611101.25,0.0714,44777655.51,46944316.26,50555417.51,54166518.76,56333179.51,57055399.76,57633175.96,7222202.5,0.3495,4.153,10000,Bootstrap,Weibull,0.8531,0.776
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",9,54166518.76,3159713.59,0.0583,49110977.01,51006805.16,54166518.76,57326232.35,59222060.51,59854003.23,60359557.4,6319427.190000005,0.6635,3.7024,10000,Bootstrap,Gamma,1.539,0.5971
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",10,57777620.01,2708325.94,0.0469,53444298.51,55069294.07,57777620.01,60485945.95,62110941.51,62652606.7,63085938.85,5416651.880000003,1.0307,4.6461,10000,Bootstrap,Weibull,1.7009,0.3768
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",11,61388721.26,2256938.28,0.0368,57777620.01,59131782.98,61388721.26,63645659.54,64999822.51,65451210.17,65812320.29,4513876.560000002,1.4522,4.1244,10000,Bootstrap,LogNormal,0.9852,0.1383
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",12,64999822.51,1805550.63,0.0278,62110941.51,63194271.88,64999822.51,66805373.13,67888703.51,68249813.63,68538701.73,3611101.25,1.4762,3.9975,10000,Bootstrap,LogNormal,0.8413,0.542
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",13,68610923.76,1354162.97,0.0197,66444263.01,67256760.79,68610923.76,69965086.73,70777584.51,71048417.1,71265083.18,2708325.9399999976,0.2951,4.8784,10000,Bootstrap,Weibull,1.239,0.5362
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",14,72222025.01,902775.31,0.0125,70777584.51,71319249.7,72222025.01,73124800.32,73666465.51,73847020.57,73991464.62,1805550.6199999899,1.0892,3.4773,10000,Bootstrap,LogNormal,0.7948,0.7916
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",15,72222025.01,451387.66,0.0063,71499804.76,71770637.35,72222025.01,72673412.67,72944245.26,73034522.79,73106744.82,902775.3200000077,1.3202,2.6143,10000,Bootstrap,LogNormal,1.7899,0.4941
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,0,36685010.84,12228336.95,0.3333,17119671.73,24456673.89,36685010.84,48913347.79,56250349.96,58696017.35,60652551.26,24456673.9,-0.4216,3.0138,10000,Bootstrap,Gamma,0.9993,0.1636
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,1,42799179.31,11464065.89,0.2679,24456673.89,31335113.43,42799179.31,54263245.2,61141684.73,63434497.91,65268748.45,22928131.770000003,-0.1224,4.3421,10000,Bootstrap,Weibull,1.5303,0.7929
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,2,48913347.79,10699794.83,0.2188,31793676.06,38213552.96,48913347.79,59613142.62,66033019.51,68172978.48,69884945.65,21399589.659999996,-0.1695,2.6076,10000,Bootstrap,LogNormal,1.2029,0.4085
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,3,55027516.26,9935523.77,0.1806,39130678.23,45091992.49,55027516.26,64963040.03,70924354.29,72911459.05,74501142.85,19871047.54,1.0535,3.8471,10000,Bootstrap,Weibull,1.8968,0.1551
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,4,61141684.73,9171252.71,0.15,46467680.4,51970432.02,61141684.73,70312937.45,75815689.07,77649939.61,79117340.05,18342505.43,0.2274,3.5131,10000,Bootstrap,Gamma,0.6888,0.6247
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,5,67255853.21,8406981.65,0.125,53804682.57,58848871.56,67255853.21,75662834.86,80707023.85,82388420.18,83733537.24,16813963.299999997,-0.4196,4.2818,10000,Bootstrap,Gamma,0.5562,0.8861
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,6,73370021.68,7642710.59,0.1042,61141684.74,65727311.09,73370021.68,81012732.27,85598358.63,87126900.75,88349734.44,15285421.179999992,-0.3699,3.6409,10000,Bootstrap,Gamma,0.7331,0.2198
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,7,79484190.16,6878439.53,0.0865,68478686.9,72605750.62,79484190.16,86362629.69,90489693.41,91865381.31,92965931.64,13756879.069999993,0.9424,4.4356,10000,Bootstrap,Gamma,1.6088,0.4636
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,8,85598358.63,6114168.47,0.0714,75815689.07,79484190.16,85598358.63,91712527.1,95381028.19,96603861.88,97582128.84,12228336.939999998,1.4816,3.3499,10000,Bootstrap,LogNormal,0.8679,0.9969
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,9,91712527.1,5349897.41,0.0583,83152691.24,86362629.69,91712527.1,97062424.52,100272362.97,101342342.45,102198326.03,10699794.829999998,1.4546,3.9796,10000,Bootstrap,Weibull,0.8136,0.3146
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,10,97826695.58,4585626.36,0.0469,90489693.41,93241069.22,97826695.58,102412321.93,105163697.74,106080823.02,106814523.23,9171252.710000008,0.5418,4.4403,10000,Bootstrap,Gamma,0.6162,0.7189
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,11,103940864.05,3821355.3,0.0368,97826695.58,100119508.75,103940864.05,107762219.35,110055032.52,110819303.58,111430720.43,7642710.599999994,-0.2938,4.6103,10000,Bootstrap,Gamma,1.2982,0.9907
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,12,110055032.52,3057084.24,0.0278,105163697.74,106997948.29,110055032.52,113112116.76,114946367.3,115557784.15,116046917.63,6114168.469999999,1.006,3.7431,10000,Bootstrap,Weibull,0.7118,0.5882
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,13,116169201.0,2292813.18,0.0197,112500699.91,113876387.82,116169201.0,118462014.17,119837702.08,120296264.72,120663114.82,4585626.350000009,-0.2711,4.7629,10000,Bootstrap,Gamma,0.8451,0.8788
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,14,122283369.47,1528542.12,0.0125,119837702.08,120754827.35,122283369.47,123811911.59,124729036.86,125034745.28,125279312.02,3057084.2400000095,0.1078,3.0547,10000,Bootstrap,LogNormal,0.9564,0.7368
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,15,122283369.47,764271.06,0.0063,121060535.78,121519098.41,122283369.47,123047640.53,123506203.16,123659057.38,123781340.75,1528542.1200000048,0.5504,2.7687,10000,Bootstrap,LogNormal,0.7056,0.4407
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,0,40390763.87,13463587.96,0.3333,18849023.14,26927175.92,40390763.87,53854351.83,61932504.61,64625222.2,66779396.27,26927175.909999996,1.2035,3.9306,10000,Bootstrap,Gamma,0.7801,0.1255
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,1,47122557.85,12622113.71,0.2679,26927175.92,34500444.14,47122557.85,59744671.56,67317939.79,69842362.53,71861900.73,25244227.42,-0.2953,4.251,10000,Bootstrap,Weibull,1.7706,0.8043
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,2,53854351.83,11780639.46,0.2188,35005328.69,42073712.37,53854351.83,65634991.3,72703374.97,75059502.87,76944405.18,23561278.93,1.0798,3.1524,10000,Bootstrap,Gamma,1.9836,0.1778
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,3,60586145.81,10939165.22,0.1806,43083481.47,49646980.6,60586145.81,71525311.03,78088810.16,80276643.2,82026909.63,21878330.43,1.1422,2.742,10000,Bootstrap,LogNormal,0.9013,0.5459
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,4,67317939.79,10097690.97,0.15,51161634.24,57220248.82,67317939.79,77415630.76,83474245.34,85493783.53,87109414.09,20195381.940000005,-0.3933,3.4854,10000,Bootstrap,Weibull,1.0252,0.6825
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,5,74049733.77,9256216.72,0.125,59239787.02,64793517.05,74049733.77,83305950.49,88859680.52,90710923.87,92191918.54,18512433.439999998,0.936,2.7262,10000,Bootstrap,LogNormal,0.5571,0.7983
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,6,80781527.75,8414742.47,0.1042,67317939.79,72366785.27,80781527.75,89196270.22,94245115.71,95928064.2,97274423.0,16829484.950000003,0.556,3.8366,10000,Bootstrap,Weibull,1.9711,0.494
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,7,87513321.73,7573268.23,0.0865,75396092.56,79940053.5,87513321.73,95086589.95,99630550.89,101145204.53,102356927.45,15146536.450000003,-0.1076,4.2016,10000,Bootstrap,LogNormal,1.7235,0.5521
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,8,94245115.71,6731793.98,0.0714,83474245.34,87513321.73,94245115.71,100976909.69,105015986.07,106362344.87,107439431.9,13463587.959999993,0.8836,3.7848,10000,Bootstrap,Weibull,1.111,0.1309
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,9,100976909.69,5890319.73,0.0583,91552398.11,95086589.95,100976909.69,106867229.42,110401421.26,111579485.2,112521936.36,11780639.469999999,-0.1525,3.6994,10000,Bootstrap,Weibull,1.0948,0.8586
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,10,107708703.66,5048845.48,0.0469,99630550.89,102659858.18,107708703.66,112757549.15,115786856.44,116796625.54,117604440.81,10097690.969999999,-0.2831,2.6253,10000,Bootstrap,Weibull,0.6307,0.7103
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,11,114440497.64,4207371.24,0.0368,107708703.66,110233126.41,114440497.64,118647868.88,121172291.62,122013765.87,122686945.27,8414742.469999999,0.6889,4.0806,10000,Bootstrap,Weibull,0.7354,0.5647
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,12,121172291.62,3365896.99,0.0278,115786856.44,117806394.63,121172291.62,124538188.61,126557726.81,127230906.2,127769449.72,6731793.980000004,1.0353,4.2097,10000,Bootstrap,Gamma,1.158,0.1932
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,13,127904085.6,2524422.74,0.0197,123865009.21,125379662.86,127904085.6,130428508.34,131943161.99,132448046.54,132851954.18,5048845.480000004,1.2413,3.8155,10000,Bootstrap,Gamma,1.8345,0.4948
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,14,134635879.58,1682948.49,0.0125,131943161.99,132952931.09,134635879.58,136318828.07,137328597.17,137665186.87,137934458.63,3365896.9799999893,-0.026,3.2685,10000,Bootstrap,LogNormal,1.1272,0.6528
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,15,134635879.58,841474.25,0.0063,133289520.78,133794405.33,134635879.58,135477353.83,135982238.38,136150533.23,136285169.1,1682948.500000015,1.0378,3.1066,10000,Bootstrap,LogNormal,0.7816,0.2824
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,0,85087483.42,28362494.48,0.3333,39707492.26,56724988.95,85087483.42,113449977.9,130467474.59,136139973.48,140677972.6,56724988.95,-0.1721,3.3644,10000,Bootstrap,Weibull,1.2288,0.6006
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,1,99268730.66,26589838.57,0.2679,56724988.95,72678892.09,99268730.66,125858569.23,141812472.38,147130440.09,151384814.26,53179677.14,1.2162,2.7822,10000,Bootstrap,Weibull,0.662,0.3848
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,2,113449977.9,24817182.67,0.2188,73742485.64,88632795.23,113449977.9,138267160.57,153157470.17,158120906.7,162091655.92,49634365.33999999,0.3264,3.4344,10000,Bootstrap,LogNormal,1.0879,0.8663
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,3,127631225.14,23044526.76,0.1806,90759982.32,104586698.38,127631225.14,150675751.9,164502467.96,169111373.31,172798497.59,46089053.52000001,1.1733,4.5138,10000,Bootstrap,Gamma,1.6329,0.1364
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,4,141812472.38,21271870.86,0.15,107777479.0,120540601.52,141812472.38,163084343.23,175847465.75,180101839.92,183505339.25,42543741.70999999,-0.2012,4.3305,10000,Bootstrap,Gamma,1.3923,0.7066
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,5,155993719.61,19499214.95,0.125,124794975.69,136494504.66,155993719.61,175492934.56,187192463.53,191092306.53,194212180.92,38998429.900000006,0.9339,4.7784,10000,Bootstrap,LogNormal,1.4527,0.348
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,6,170174966.85,17726559.05,0.1042,141812472.38,152448407.8,170174966.85,187901525.9,198537461.33,202082773.13,204919022.58,35453118.099999994,-0.334,3.5802,10000,Bootstrap,Gamma,1.5648,0.3537
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,7,184356214.09,15953903.14,0.0865,158829969.06,168402310.95,184356214.09,200310117.23,209882459.12,213073239.74,215625864.25,31907806.28,-0.2598,4.9969,10000,Bootstrap,LogNormal,1.1283,0.2947
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,8,198537461.32,14181247.24,0.0714,175847465.74,184356214.09,198537461.32,212718708.56,221227456.91,224063706.35,226332705.91,28362494.47,-0.1709,4.657,10000,Bootstrap,Weibull,1.7294,0.652
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,9,212718708.56,12408591.33,0.0583,192864962.43,200310117.23,212718708.56,225127299.9,232572454.7,235054172.96,237039547.57,24817182.670000017,0.5944,4.8786,10000,Bootstrap,Weibull,0.8424,0.4739
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,10,226899955.8,10635935.43,0.0469,209882459.12,216264020.37,226899955.8,237535891.23,243917452.49,246044639.57,247746389.24,21271870.859999985,-0.4507,3.5465,10000,Bootstrap,Gamma,1.0763,0.9545
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,11,241081203.04,8863279.52,0.0368,226899955.8,232217923.51,241081203.04,249944482.56,255262450.28,257035106.18,258453230.9,17726559.050000012,0.2165,4.587,10000,Bootstrap,LogNormal,1.6499,0.2325
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,12,255262450.28,7090623.62,0.0278,243917452.49,248171826.66,255262450.28,262353073.89,266607448.07,268025572.79,269160072.57,14181247.22999999,1.4254,4.0774,10000,Bootstrap,Weibull,1.3948,0.1105
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,13,269443697.51,5317967.71,0.0197,260934949.17,264125729.8,269443697.51,274761665.23,277952445.86,279016039.4,279866914.23,10635935.430000007,0.8984,2.6391,10000,Bootstrap,Gamma,0.7781,0.1888
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,14,283624944.75,3545311.81,0.0125,277952445.86,280079632.94,283624944.75,287170256.56,289297443.64,290006506.01,290573755.9,7090623.620000005,0.2564,4.4893,10000,Bootstrap,Weibull,1.5611,0.196
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,15,283624944.75,1772655.9,0.0063,280788695.3,281852288.85,283624944.75,285397600.65,286461194.2,286815725.38,287099350.32,3545311.7999999523,1.0969,3.6521,10000,Bootstrap,Gamma,0.5489,0.3014
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,0,73888914.6,24629638.2,0.3333,34481493.48,49259276.4,73888914.6,98518552.8,113296335.72,118222263.36,122163005.47,49259276.4,0.9666,2.9709,10000,Bootstrap,LogNormal,0.557,0.3657
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,1,86203733.7,23090285.81,0.2679,49259276.4,63113447.88,86203733.7,109294019.51,123148191.0,127766248.16,131460693.89,46180571.63,1.0899,4.846,10000,Bootstrap,Gamma,1.3593,0.182
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,2,98518552.8,21550933.42,0.2188,64037059.32,76967619.37,98518552.8,120069486.22,133000046.27,137310232.96,140758382.31,43101866.849999994,0.5042,4.997,10000,Bootstrap,Gamma,1.908,0.9939
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,3,110833371.9,20011581.04,0.1806,78814842.24,90821790.86,110833371.9,130844952.93,142851901.55,146854217.76,150056070.73,40023162.07000001,0.8988,3.5652,10000,Bootstrap,LogNormal,1.8397,0.9057
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,4,123148191.0,18472228.65,0.15,93592625.16,104675962.35,123148191.0,141620419.64,152703756.83,156398202.56,159353759.15,36944457.28999999,-0.2113,4.4385,10000,Bootstrap,Weibull,1.879,0.9087
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,5,135463010.09,16932876.26,0.125,108370408.08,118530133.83,135463010.09,152395886.36,162555612.11,165942187.37,168651447.57,33865752.530000016,0.9137,3.8434,10000,Bootstrap,LogNormal,1.6651,0.5645
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,6,147777829.19,15393523.87,0.1042,123148191.0,132384305.32,147777829.19,163171353.07,172407467.39,175486172.17,177949135.99,30787047.75,0.1425,3.1473,10000,Bootstrap,Gamma,1.311,0.5104
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,7,160092648.29,13854171.49,0.0865,137925973.91,146238476.81,160092648.29,173946819.78,182259322.67,185030156.97,187246824.41,27708342.97,0.549,3.1517,10000,Bootstrap,Weibull,1.3859,0.6959
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,8,172407467.39,12314819.1,0.0714,152703756.83,160092648.29,172407467.39,184722286.49,192111177.95,194574141.77,196544512.83,24629638.200000018,1.1137,3.975,10000,Bootstrap,LogNormal,1.6341,0.2524
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,9,184722286.49,10775466.71,0.0583,167481539.75,173946819.78,184722286.49,195497753.2,201963033.23,204118126.57,205842201.25,21550933.419999987,-0.2579,2.9491,10000,Bootstrap,Weibull,1.7694,0.6005
