reporting_period,LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Projection_Year,Calendar_Year,Claims_Payments,Expenses_Claims_Handling,Expenses_Administration,Total_Outflows,Premium_Receivables,RI_Recoveries,Salvage_Subrogation,Total_Inflows,Net_Cash_Flow,Discount_Factor,Present_Value
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",19,2043,265612.87,21249.03,7968.39,294830.28,0.0,72294.66,15249.62,65804.39,194152.14,0.621885,165180.67
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Marine, aviation and transport insurance",20,2044,206859.51,16548.76,6205.79,229614.06,0.0,47743.36,14607.71,44496.1,159146.22,0.606531,125466.63
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,1,2025,46877977.44,3750238.19,1406339.32,52034554.95,7031696.62,13907935.48,3207841.46,12612839.93,37123412.82,0.97531,45720556.05
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,2,2026,36508605.54,2920688.44,1095258.17,40524552.14,5476290.83,9656222.51,2328669.64,14787300.17,30329377.84,0.951229,34728059.83
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,3,2027,28432930.58,2274634.45,852987.92,31560552.94,0.0,4684737.03,747383.22,11347582.51,19916542.7,0.927743,26378466.14
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,4,2028,22143588.6,1771487.09,664307.66,24579383.35,0.0,3515985.86,975951.01,8967471.98,14953853.35,0.904837,20036347.54
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,5,2029,17245444.14,1379635.53,517363.32,19142443.0,0.0,4324748.6,348650.31,3922206.58,12419652.7,0.882497,15219051.04
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,6,2030,13430765.4,1074461.23,402922.96,14908149.6,0.0,2183041.2,950281.72,5587435.14,10759576.08,0.860708,11559966.91
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,7,2031,10459890.61,836791.25,313796.72,11610478.58,0.0,1949430.15,537584.24,2573626.08,7387357.26,0.839457,8780628.61
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,8,2032,8146171.0,651693.68,244385.13,9042249.81,0.0,1852445.75,522176.31,1822001.89,5778399.56,0.818731,6669520.72
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,9,2033,6344244.35,507539.55,190327.33,7042111.23,0.0,1833443.49,290232.68,2757953.53,5381696.29,0.798516,5065982.01
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,10,2034,4940902.47,395272.2,148227.07,5484401.74,0.0,1131461.6,184209.89,1964968.27,3369014.37,0.778801,3847978.71
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,11,2035,3847978.71,307838.3,115439.36,4271256.37,0.0,722677.45,258171.65,1186760.81,2656288.9,0.759572,2922817.36
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,12,2036,2996808.84,239744.71,89904.27,3326457.81,0.0,742216.23,191693.01,693065.42,2113937.12,0.740818,2220090.59
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,13,2037,2333917.07,186713.37,70017.51,2590647.94,0.0,427553.8,99871.29,912237.68,1850193.2,0.722527,1686318.92
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,14,2038,1817656.44,145412.52,54529.69,2017598.65,0.0,453284.59,37038.63,428123.22,1262652.33,0.704688,1280880.84
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,15,2039,1415592.26,113247.38,42467.77,1571307.41,0.0,270085.63,40748.66,428328.33,941419.98,0.687289,972921.38
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,16,2040,1102464.36,88197.15,33073.93,1223735.44,0.0,289400.56,74155.33,378770.01,736381.12,0.67032,739003.96
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,17,2041,858600.11,68688.01,25758.0,953046.12,0.0,243423.84,66917.7,215157.36,679090.83,0.65377,561326.81
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,18,2042,668678.44,53494.27,20060.35,742233.06,0.0,184749.7,35032.47,187785.48,498641.36,0.637628,426368.19
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,19,2043,520767.29,41661.38,15623.02,578051.69,0.0,118131.01,22933.67,225211.35,415976.74,0.621885,323857.39
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,20,2044,405573.97,32445.92,12167.22,450187.11,0.0,75515.95,22360.68,150943.39,274991.84,0.606531,245993.05
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,1,2025,27327965.25,2186237.22,819838.96,30334041.43,4099194.79,7811213.58,1476540.51,6948119.77,18434269.15,0.97531,26653235.39
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,2,2026,21283040.74,1702643.26,638491.22,23624175.22,3192456.11,4846872.72,1125045.87,6035947.25,16517410.48,0.951229,20245054.59
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,3,2027,16575248.79,1326019.9,497257.46,18398526.16,0.0,2657057.18,475848.57,5578705.88,10978833.82,0.927743,15377579.1
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,4,2028,12908816.74,1032705.34,387264.5,14328786.58,0.0,3642045.98,368272.82,4756640.39,9400725.59,0.904837,11680380.41
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,5,2029,10053396.59,804271.73,301601.9,11159270.21,0.0,2110893.2,662452.2,3266002.05,7993768.21,0.882497,8872091.35
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,6,2030,7829593.13,626367.45,234887.79,8690848.38,0.0,1767755.24,435124.32,3054940.13,6040231.61,0.860708,6738993.26
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,7,2031,6097693.26,487815.46,182930.8,6768439.52,0.0,1477728.81,410699.0,2666348.72,4422920.53,0.839457,5118751.42
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,8,2032,4748888.29,379911.06,142466.65,5271266.0,0.0,1123432.98,119559.86,1375757.54,3478132.54,0.818731,3888060.88
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,9,2033,3698437.92,295875.03,110953.14,4105266.09,0.0,1018126.69,187893.75,1415638.48,2418044.18,0.798516,2953262.66
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,10,2034,2880346.35,230427.71,86410.39,3197184.44,0.0,632736.92,213373.35,737594.71,1890384.09,0.778801,2243215.99
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,11,2035,2243215.99,179457.28,67296.48,2489969.75,0.0,482316.81,139675.88,703508.15,1664456.54,0.759572,1703884.33
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,12,2036,1747018.37,139761.47,52410.55,1939190.39,0.0,437577.01,61605.68,677794.99,1189060.37,0.740818,1294223.04
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,13,2037,1360579.27,108846.34,40817.38,1510242.99,0.0,284854.4,80764.65,553881.28,1099764.68,0.722527,983055.74
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,14,2038,1059620.2,84769.62,31788.61,1176178.43,0.0,273649.93,44022.75,244323.07,734705.52,0.704688,746701.74
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,15,2039,825233.04,66018.64,24756.99,916008.68,0.0,230838.37,58954.55,361361.47,548943.15,0.687289,567173.82
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,16,2040,642692.14,51415.37,19280.76,713388.28,0.0,148154.27,37868.05,242721.91,500511.06,0.67032,430809.43
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,17,2041,500529.14,40042.33,15015.87,555587.35,0.0,132891.34,20806.14,122558.66,345823.93,0.65377,327230.83
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,18,2042,389812.49,31185.0,11694.37,432691.86,0.0,59172.29,15989.84,86903.24,278442.18,0.637628,248555.42
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,19,2043,303586.27,24286.9,9107.59,336980.76,0.0,74145.33,22364.8,124440.43,212672.76,0.621885,188795.77
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,20,2044,236433.23,18914.66,7093.0,262440.88,0.0,40220.24,7467.59,104680.02,179664.4,0.606531,143404.0
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,1,2025,17737309.02,1418984.72,532119.27,19688413.02,2660596.35,4897482.51,775323.93,7534907.1,12453993.02,0.97531,17299373.3
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,2,2026,13813830.16,1105106.41,414414.9,15333351.47,2072074.52,2886859.31,694792.36,5845375.19,11379163.12,0.951229,13140121.71
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,3,2027,10758221.74,860657.74,322746.65,11941626.14,0.0,2540589.14,358319.04,3236495.28,9092059.5,0.927743,9980870.15
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,4,2028,8378511.52,670280.92,251355.35,9300147.79,0.0,2020611.97,560236.42,2618001.44,6337518.3,0.904837,7581190.73
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,5,2029,6525191.33,522015.31,195755.74,7242962.38,0.0,1398629.85,405705.47,2694041.09,4903503.2,0.882497,5758461.14
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,6,2030,5081824.12,406545.93,152454.72,5640824.77,0.0,1128826.2,205393.04,1241358.39,4257804.02,0.860708,4373966.55
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,7,2031,3957728.6,316618.29,118731.86,4393078.75,0.0,781302.95,269289.74,1499333.06,3198571.03,0.839457,3322343.06
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,8,2032,3082282.14,246582.57,92468.46,3421333.17,0.0,895449.87,176929.92,1308390.5,2106861.48,0.818731,2523559.17
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,9,2033,2400483.74,192038.7,72014.51,2664536.95,0.0,585734.56,159239.78,643114.28,1915947.92,0.798516,1916825.2
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,10,2034,1869498.62,149559.89,56084.96,2075143.46,0.0,498729.0,130624.26,520133.27,1470026.62,0.778801,1455966.99
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,11,2035,1455966.99,116477.36,43679.01,1616123.36,0.0,284842.46,93680.44,459711.99,1120379.52,0.759572,1105911.94
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,12,2036,1133908.23,90712.66,34017.25,1258638.13,0.0,240814.89,33698.59,277248.93,754631.55,0.740818,840019.88
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,13,2037,883088.62,70647.09,26492.66,980228.36,0.0,214335.23,62627.15,181217.91,585706.67,0.722527,638055.68
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,14,2038,687750.11,55020.01,20632.5,763402.62,0.0,150355.96,44197.05,164665.88,484403.21,0.704688,484649.31
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,15,2039,535620.32,42849.63,16068.61,594538.56,0.0,98983.13,23536.8,137252.53,385925.01,0.687289,368126.1
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,16,2040,417141.53,33371.32,12514.25,463027.09,0.0,108157.03,23635.47,91894.37,324348.03,0.67032,279618.33
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,17,2041,324870.15,25989.61,9746.1,360605.86,0.0,71978.74,24714.15,88470.61,258347.55,0.65377,212390.29
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,18,2042,253009.12,20240.73,7590.27,280840.13,0.0,65688.54,8422.69,107732.78,189310.7,0.637628,161325.74
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,19,2043,197043.7,15763.5,5911.31,218718.51,0.0,49622.01,5665.27,52108.4,151176.15,0.621885,122538.54
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,20,2044,153457.79,12276.62,4603.73,170338.15,0.0,30362.25,7670.06,45040.06,119407.16,0.606531,93076.86
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,1,2025,34345251.13,2747620.09,1030357.53,38123228.75,5151787.67,5175537.08,2025712.11,10493517.95,24671556.3,0.97531,33497263.86
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,2,2026,26748108.47,2139848.68,802443.25,29690400.4,4012216.27,4389953.4,888630.51,6845993.08,22390143.47,0.951229,25443587.83
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,3,2027,20831447.82,1666515.83,624943.43,23122907.08,0.0,4476197.89,469206.51,4889227.68,13869714.1,0.927743,19326240.03
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,4,2028,16223547.88,1297883.83,486706.44,18008138.14,0.0,3866564.79,506130.72,5266803.01,11746050.04,0.904837,14679673.17
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,5,2029,12634911.79,1010792.94,379047.35,14024752.09,0.0,3418772.84,495659.73,3974518.35,10035368.52,0.882497,11150270.52
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,6,2030,9840079.2,787206.34,295202.38,10922487.91,0.0,2115643.41,665119.81,3595772.46,7203979.28,0.860708,8469434.65
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,7,2031,7663461.38,613076.91,229903.84,8506442.14,0.0,1728856.11,597996.81,2800250.82,6368329.09,0.839457,6433146.46
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,8,2032,5968309.73,477464.78,179049.29,6624823.8,0.0,1055279.38,292412.38,2549455.52,4264491.06,0.818731,4886438.72
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,9,2033,4648124.29,371849.94,139443.73,5159417.96,0.0,1371892.16,120036.18,1978556.81,3435161.04,0.798516,3711602.63
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,10,2034,3619962.84,289597.03,108598.89,4018158.75,0.0,583037.1,263429.39,951996.12,2369084.77,0.778801,2819229.89
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,11,2035,2819229.89,225538.39,84576.9,3129345.18,0.0,480315.2,167876.36,1253014.82,1895346.91,0.759572,2141408.43
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,12,2036,2195618.45,175649.48,65868.55,2437136.48,0.0,481482.02,67708.91,848077.68,1478994.45,0.740818,1626554.15
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,13,2037,1709949.37,136795.95,51298.48,1898043.8,0.0,318009.99,54349.64,578185.09,1410087.2,0.722527,1235485.19
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,14,2038,1331709.91,106536.79,39951.3,1478197.99,0.0,301850.07,31288.0,453909.64,1078024.76,0.704688,938440.11
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,15,2039,1037136.72,82970.94,31114.1,1151221.76,0.0,176130.11,25267.42,256122.93,828897.57,0.687289,712812.95
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,16,2040,807722.89,64617.83,24231.69,896572.4,0.0,192845.51,42353.5,211922.23,578690.9,0.67032,541432.84
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,17,2041,629055.22,50324.42,18871.66,698251.29,0.0,185497.53,21663.1,267607.23,481923.17,0.65377,411257.29
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,18,2042,489908.7,39192.7,14697.26,543798.65,0.0,82546.91,23534.6,214157.31,359452.44,0.637628,312379.58
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,19,2043,381541.28,30523.3,11446.24,423510.82,0.0,106643.83,13501.11,130765.85,312394.71,0.621885,237274.82
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,20,2044,297144.64,23771.57,8914.34,329830.56,0.0,85608.34,14604.48,106948.9,193321.12,0.606531,180227.34
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,1,2025,21592743.55,1727419.48,647782.31,23967945.34,3238911.53,4141635.38,552981.11,5828394.38,15422064.45,0.97531,21059616.81
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,2,2026,16816445.58,1345315.65,504493.37,18666254.6,2522466.84,4966147.05,1010939.84,5154261.93,14253802.44,0.951229,15996297.85
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,3,2027,13096660.99,1047732.88,392899.83,14537293.7,0.0,2265523.91,636014.09,4737920.79,8658413.79,0.927743,12150341.92
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,4,2028,10199689.83,815975.19,305990.7,11321655.72,0.0,2626928.37,265110.76,2397646.98,6955555.09,0.904837,9229061.01
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,5,2029,7943526.43,635482.11,238305.79,8817314.34,0.0,2298328.1,484508.51,2890306.71,6045807.63,0.882497,7010137.47
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,6,2030,6186424.6,494913.97,185592.74,6866931.31,0.0,1199677.03,354193.73,1871625.0,4201097.2,0.860708,5324705.0
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,7,2031,4817992.33,385439.39,144539.77,5347971.48,0.0,1221070.02,133819.4,1193258.41,3919628.81,0.839457,4044497.48
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,8,2032,3752256.2,300180.5,112567.69,4165004.38,0.0,934377.7,217103.55,1142752.24,2736355.73,0.818731,3072087.54
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,9,2033,2922260.06,233780.81,87667.8,3243708.67,0.0,740908.04,188194.52,957195.93,2465960.4,0.798516,2333472.06
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,10,2034,2275858.43,182068.67,68275.75,2526202.85,0.0,667634.3,101835.04,922076.7,1726588.12,0.778801,1772440.32
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,11,2035,1772440.32,141795.23,53173.21,1967408.76,0.0,401924.56,41294.04,608822.05,1471330.34,0.759572,1346296.26
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,12,2036,1380377.91,110430.23,41411.34,1532219.48,0.0,368588.62,92732.45,331266.21,996204.78,0.740818,1022609.11
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,13,2037,1075039.4,86003.15,32251.18,1193293.73,0.0,198861.58,41878.07,370764.79,777207.0,0.722527,776745.37
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,14,2038,837241.53,66979.32,25117.25,929338.09,0.0,196002.15,38772.72,227439.92,560182.14,0.704688,589994.13
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,15,2039,652044.36,52163.55,19561.33,723769.24,0.0,185034.39,13485.84,130678.25,531650.59,0.687289,448143.1
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,16,2040,507812.66,40625.01,15234.38,563672.05,0.0,152100.88,32310.17,103501.59,353101.46,0.67032,340397.0
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,17,2041,395484.89,31638.79,11864.55,438988.23,0.0,116973.91,27097.14,135137.17,275800.15,0.65377,258556.07
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,18,2042,308003.94,24640.32,9240.12,341884.38,0.0,46864.5,6545.6,108723.92,201547.42,0.637628,196391.99
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,19,2043,239873.71,19189.9,7196.21,266259.82,0.0,71732.92,7436.81,90594.75,163356.86,0.621885,149173.88
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,20,2044,186813.84,14945.11,5604.42,207363.36,0.0,43156.61,4639.83,73173.97,143283.26,0.606531,113308.32
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",1,2025,12485476.01,998838.08,374564.28,13858878.37,1872821.4,3462071.78,659496.79,5373724.87,10404455.24,0.97531,12177208.51
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",2,2026,9723698.5,777895.88,291710.95,10793305.33,1458554.77,2801165.81,239855.56,2238778.9,8241234.72,0.951229,9249468.12
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",3,2027,7572824.0,605825.92,227184.72,8405834.64,0.0,1689800.88,259693.67,2971698.23,5322612.7,0.927743,7025638.14
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",4,2028,5897721.26,471817.7,176931.64,6546470.6,0.0,1527995.5,414239.11,2335885.95,4156770.34,0.904837,5336478.88
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",5,2029,4593149.94,367452.0,137794.5,5098396.43,0.0,965676.64,205750.43,1482752.53,3139301.18,0.882497,4053440.59
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",6,2030,3577148.77,286171.9,107314.46,3970635.13,0.0,779355.22,181171.78,1190930.3,2911727.86,0.860708,3078880.48
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",7,2031,2785886.26,222870.9,83576.59,3092333.75,0.0,634068.2,94293.99,1019027.56,2255071.37,0.839457,2338631.78
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",8,2032,2169650.4,173572.03,65089.51,2408311.95,0.0,429386.29,127398.3,513631.1,1558644.87,0.818731,1776359.51
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",9,2033,1689725.43,135178.03,50691.76,1875595.23,0.0,483909.63,126186.14,580980.23,1335677.76,0.798516,1349273.16
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",10,2034,1315959.49,105276.76,39478.78,1460715.03,0.0,365971.38,102004.22,424359.58,1003175.85,0.778801,1024870.28
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",11,2035,1024870.28,81989.62,30746.11,1137606.01,0.0,217627.35,24923.73,313303.73,828223.78,0.759572,778462.9
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",12,2036,798169.78,63853.58,23945.09,885968.45,0.0,216090.76,58699.5,169903.75,602962.13,0.740818,591298.71
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",13,2037,621615.25,49729.22,18648.46,689992.93,0.0,103258.79,19919.37,264220.13,465812.52,0.722527,449134.02
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",14,2038,484114.44,38729.16,14523.43,537367.03,0.0,127700.55,11552.45,147270.82,379956.28,0.704688,341149.68
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",15,2039,377028.71,30162.3,11310.86,418501.86,0.0,64099.02,14911.14,81489.84,294183.43,0.687289,259127.79
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",16,2040,293630.25,23490.42,8808.91,325929.58,0.0,86806.99,20443.34,130270.76,240518.69,0.67032,196826.24
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",17,2041,228679.47,18294.36,6860.38,253834.21,0.0,63636.78,12492.9,75364.31,167222.06,0.65377,149503.73
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",18,2042,178095.75,14247.66,5342.87,197686.28,0.0,48569.25,5507.44,38122.5,149525.41,0.637628,113558.86
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",19,2043,138701.11,11096.09,4161.03,153958.23,0.0,20883.77,10903.26,53013.41,99268.35,0.621885,86256.15
