reporting_period,LEI,Undertaking_Name,Reporting_Date,GL_Subclass,Accident_Year,Development_Year,Calendar_Year,Gross_Paid_Cumulative,Gross_Paid_Incremental,Gross_Case_Reserves,Gross_IBNR,Gross_Incurred,Gross_Ultimate,RI_Paid,RI_Outstanding,Net_Paid_Cumulative,Net_Incurred,Net_Ultimate,Large_Claims_Count,Large_Claims_Amount,Large_Claims_Threshold,Total_Claim_Count,Open_Claims,Closed_Claims
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2018,4,2022,17224434.57,2583665.18,3900150.51,3900150.51,22294630.23,25024735.59,6604199.65,1918902.66,11375514.76,14099430.4,19658383.1,10,7991880.52,1000000,1142,414,367
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2018,5,2023,18139426.48,2720913.97,3442654.55,3442654.55,22614877.4,25024735.59,6539773.98,2083458.01,11318115.04,15549305.42,18170580.85,10,10404352.29,1000000,1329,269,2342
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2018,6,2024,20427176.34,3064076.45,2298779.62,2298779.62,23415589.85,25024735.59,4572340.38,1199360.25,15253236.68,18171388.43,15251006.87,11,5321978.8,1000000,125,68,1455
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2019,0,2019,10252405.81,1537860.87,28375874.18,28375874.18,47141042.25,67004154.18,3174239.48,13113502.22,7275705.05,37472295.16,48657079.64,11,22429127.82,1000000,1722,380,2420
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2019,1,2020,21022979.82,3153446.97,22990587.18,22990587.18,50910743.15,67004154.18,5099428.53,13006478.04,14832838.64,35683746.06,52544288.77,20,19283824.53,1000000,219,436,809
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2019,2,2021,28279755.52,4241963.33,19362199.33,19362199.33,53450614.65,67004154.18,10838935.76,9426042.63,19111617.0,37745665.52,53280101.61,7,24160393.59,1000000,1453,436,1474
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2019,3,2022,36582675.8,5487401.37,15210739.19,15210739.19,56356636.75,67004154.18,11586746.62,11990979.56,27934125.9,35718477.22,50966844.09,16,30307970.16,1000000,2043,418,235
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2019,4,2023,44715434.26,6707315.14,11144359.96,11144359.96,59203102.21,67004154.18,14820782.76,6423060.78,32567998.13,44255206.62,41848385.88,5,18573483.73,1000000,2072,89,1976
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2019,5,2024,46818158.93,7022723.84,10092997.63,10092997.63,59939055.84,67004154.18,17240429.68,6782504.87,32311819.62,45866033.86,49807957.99,18,31765190.34,1000000,1472,246,1785
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2020,0,2020,8347318.66,1252097.8,25403069.25,25403069.25,41371308.68,59153457.15,2519483.51,17342654.07,5354793.55,27529513.27,40448853.04,2,25926823.36,1000000,2234,163,2404
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2020,1,2021,17730077.57,2659511.64,20711689.79,20711689.79,44655274.3,59153457.15,5293740.3,11854440.19,11448627.0,35037167.1,39251881.28,11,21900958.12,1000000,2374,284,166
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2020,2,2022,25310174.47,3796526.17,16921641.34,16921641.34,47308308.21,59153457.15,7260190.1,12886192.11,20225184.45,31807758.59,37313888.93,7,17410959.9,1000000,2465,360,1448
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2020,3,2023,31747519.44,4762127.92,13702968.85,13702968.85,49561378.95,59153457.15,10441814.98,8200715.6,23927849.7,36688338.94,38465230.26,12,25748122.03,1000000,371,86,1238
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2020,4,2024,40320122.08,6048018.31,9416667.54,9416667.54,52561789.87,59153457.15,12889457.52,7260882.38,30505786.02,37796088.83,46212644.59,1,22484675.32,1000000,1489,202,2278
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2021,0,2021,9636672.85,1445500.93,27208889.39,27208889.39,45008229.05,64054451.62,2613963.59,20492248.04,6018540.03,31267241.15,45317414.23,6,23471135.27,1000000,2438,320,1685
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2021,1,2022,19624962.72,2943744.41,22214744.45,22214744.45,48504130.5,64054451.62,5910236.6,11167957.59,15138478.0,35481017.16,49426820.93,6,18115434.66,1000000,2537,69,1352
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2021,2,2023,29377586.8,4406638.02,17338432.41,17338432.41,51917548.93,64054451.62,10071657.6,9594430.75,22398906.49,31176579.25,46054122.64,11,24601427.89,1000000,229,149,1785
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2021,3,2024,35396869.05,5309530.36,14328791.29,14328791.29,54024297.72,64054451.62,11539722.57,6689980.01,26085945.52,36042731.21,44223881.89,3,19212031.62,1000000,2135,459,1063
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2022,0,2022,2784345.93,417651.89,7922970.45,7922970.45,13084207.51,18630286.82,903001.93,5826056.4,1939817.64,8696350.03,12996271.52,12,7575840.31,1000000,1951,434,1329
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2022,1,2023,5469133.64,820370.05,6580576.59,6580576.59,14023883.21,18630286.82,1546979.53,4113754.84,3603075.38,9000765.69,11701281.8,7,5696824.9,1000000,2250,164,806
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2022,2,2024,7853515.49,1178027.32,5388385.66,5388385.66,14858416.86,18630286.82,2487180.91,2534501.27,5304884.47,9715095.08,13527041.27,4,8478712.43,1000000,1632,411,243
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2023,0,2023,3924310.61,588646.59,10879232.21,10879232.21,18067312.48,25682775.03,1210653.69,7263339.83,2378124.88,11284282.06,15897263.99,7,5893147.72,1000000,479,237,2162
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2023,1,2024,7446471.91,1116970.79,9118151.56,9118151.56,19300068.94,25682775.03,2281676.82,4065534.23,5860546.51,14877484.4,20400569.69,1,5464010.74,1000000,2076,473,2138
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Public Liability,2024,0,2024,7914172.91,1187125.94,21186516.61,21186516.61,35456644.5,50287206.13,2855012.67,16119599.0,5584152.03,26861167.24,30688138.45,5,11202145.84,1000000,879,184,2070
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,0,2010,2701517.26,405227.59,7797869.8,7797869.8,12838748.01,18297256.87,936982.8,4183191.44,1700765.62,9621633.55,12654440.01,17,4080903.38,1000000,1371,407,1430
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,1,2011,5712077.82,856811.67,6292589.53,6292589.53,13892444.2,18297256.87,1811084.26,3748795.93,4196484.4,9739624.99,13351216.12,5,8421249.6,1000000,502,430,2204
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,2,2012,8364616.69,1254692.5,4966320.09,4966320.09,14820832.81,18297256.87,2776384.4,3205970.33,5907393.06,9402254.55,12206750.14,5,7464049.22,1000000,940,380,239
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,3,2013,9958495.4,1493774.31,4169380.73,4169380.73,15378690.36,18297256.87,2800585.86,2934025.38,5986188.74,11315623.39,12768654.75,15,5727567.89,1000000,1687,375,2229
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,4,2014,11627702.39,1744155.36,3334777.24,3334777.24,15962912.8,18297256.87,2727569.44,1779773.39,7886880.94,10974339.47,13438605.62,4,6149183.01,1000000,116,169,270
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,5,2015,13911043.14,2086656.47,2193106.87,2193106.87,16762082.06,18297256.87,4562093.2,1043565.41,9117779.47,10322925.51,14439176.9,20,8525883.94,1000000,456,180,2002
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,6,2016,13786931.4,2068039.71,2255162.73,2255162.73,16718642.96,18297256.87,4340335.61,1768410.05,10332320.12,11675672.27,11860658.79,2,5191135.29,1000000,522,276,1369
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,7,2017,16067046.62,2410056.99,1115105.13,1115105.13,17516683.28,18297256.87,5721717.18,681861.5,10028885.66,13781665.27,14069722.27,1,4430893.62,1000000,2465,398,1368
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,8,2018,15273969.22,2291095.38,1511643.82,1511643.82,17239106.19,18297256.87,4691759.14,776466.5,10029651.0,10644188.18,14467223.23,7,8216382.06,1000000,1414,112,878
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,9,2019,15923405.44,2388510.82,1186925.71,1186925.71,17466408.87,18297256.87,5976368.61,799017.53,10590469.49,13523369.01,13166787.24,10,8317950.42,1000000,1233,282,1397
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,10,2020,17034328.44,2555149.27,631464.21,631464.21,17855231.92,18297256.87,5112516.54,326090.65,11541414.0,12740608.13,14444071.3,15,6953604.02,1000000,2848,70,1206
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,11,2021,16524276.46,2478641.47,886490.21,886490.21,17676713.73,18297256.87,3327976.67,656353.04,11118608.68,11719540.78,13908590.73,5,8848723.4,1000000,745,150,558
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,12,2022,18270010.27,2740501.54,13623.3,13623.3,18287720.56,18297256.87,4289240.49,7582.07,13736850.03,14289753.51,14632682.5,1,6467499.77,1000000,2651,296,2195
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,13,2023,18740972.76,2811145.91,-221857.95,-221857.95,18452557.43,18297256.87,3922979.02,-114108.17,12637088.17,14671716.42,10990773.01,4,5350231.74,1000000,946,287,1524
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2010,14,2024,19302808.75,2895421.31,-502775.94,-502775.94,18649200.03,18297256.87,5044512.01,-246373.64,14400237.03,13969514.84,12706266.12,18,8857249.03,1000000,1404,148,669
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,0,2011,10643069.98,1596460.5,31696075.23,31696075.23,51847967.77,74035220.43,4072923.72,22257086.42,7169615.42,39476095.09,46393462.76,10,17716239.41,1000000,2451,135,791
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,1,2012,23547446.94,3532117.04,25243886.74,25243886.74,56364499.71,74035220.43,5155857.18,10138748.75,15960603.14,34989401.47,57200151.66,3,35300589.38,1000000,1375,323,1477
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,2,2013,33233881.91,4985082.29,20400669.26,20400669.26,59754751.95,74035220.43,9474790.52,12558972.51,21443794.24,39413826.4,45916305.67,18,24722953.36,1000000,1917,35,622
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,3,2014,41356093.01,6203413.95,16339563.71,16339563.71,62597525.83,74035220.43,15965302.46,11366278.75,30794274.01,41414510.1,57574130.28,1,35839466.21,1000000,2028,472,296
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,4,2015,51035137.32,7655270.6,11500041.55,11500041.55,65985191.34,74035220.43,10603091.02,7380039.59,37186498.71,43485101.02,59115823.21,4,21274482.4,1000000,1671,37,442
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,5,2016,51901481.5,7785222.22,11066869.47,11066869.47,66288411.8,74035220.43,15405871.6,5857239.73,40732588.48,45607444.6,50494234.8,14,28707796.31,1000000,1705,101,1916
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,6,2017,55754802.37,8363220.36,9140209.03,9140209.03,67637074.11,74035220.43,19589259.65,6465413.95,38738724.77,53510366.96,52999432.01,20,30248639.33,1000000,1556,169,1451
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,7,2018,66668497.57,10000274.64,3683361.43,3683361.43,71456867.43,74035220.43,22218548.1,2109573.08,40331389.96,53282517.99,58707945.83,7,25251232.39,1000000,2847,424,2275
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,8,2019,64413245.76,9661986.86,4810987.33,4810987.33,70667529.3,74035220.43,19572086.16,3326195.8,38656842.6,54939929.66,57545546.2,3,26829577.64,1000000,2007,300,629
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,9,2020,64511506.25,9676725.94,4761857.09,4761857.09,70701920.47,74035220.43,21570141.99,2167303.37,45255430.0,43745116.05,53143448.69,3,21871543.87,1000000,2961,249,488
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,10,2021,72430638.53,10864595.78,802290.95,802290.95,73473616.76,74035220.43,26074249.45,641343.0,47188606.99,44992320.02,50980701.14,15,16659479.37,1000000,1371,360,1996
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,11,2022,67167747.59,10075162.14,3433736.42,3433736.42,71631604.94,74035220.43,21457410.55,2186783.07,40882690.37,49324158.6,52272103.82,16,20760014.14,1000000,1049,495,1006
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,12,2023,75165222.51,11274783.38,-565001.04,-565001.04,74430721.16,74035220.43,17454847.64,-283382.33,47459237.53,46393362.7,57436215.79,5,20978453.45,1000000,2626,142,1578
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2011,13,2024,74814833.18,11222224.98,-389806.37,-389806.37,74308084.89,74035220.43,21366852.4,-255069.56,58777169.36,57137089.55,45442616.81,13,33579470.89,1000000,851,368,1443
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,0,2012,2127829.13,319174.37,6077012.67,6077012.67,10027945.59,14281854.46,574575.88,4065249.04,1681073.48,6205564.49,10763025.55,11,3728312.52,1000000,1956,259,213
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,1,2013,4212657.44,631898.62,5034598.51,5034598.51,10757635.5,14281854.46,1578754.9,3112991.31,2584428.82,7547661.53,10824622.82,3,5122389.57,1000000,2046,67,1529
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,2,2014,6127115.82,919067.37,4077369.32,4077369.32,11427695.94,14281854.46,1770786.81,3138506.7,4482847.91,8524801.78,10814038.84,16,3244951.98,1000000,1989,443,789
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,3,2015,7944685.93,1191702.89,3168584.26,3168584.26,12063845.48,14281854.46,2186242.82,1443808.72,5088904.32,9123067.14,9030385.46,10,4194946.02,1000000,1527,319,2443
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,4,2016,9003616.3,1350542.45,2639119.08,2639119.08,12434471.1,14281854.46,1888293.09,1543524.1,6781397.46,7515773.92,8890601.36,5,5942051.29,1000000,2180,62,1751
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,5,2017,10562345.09,1584351.76,1859754.69,1859754.69,12980026.18,14281854.46,3623407.44,915076.64,8035343.7,9033763.49,10312361.47,4,3251207.4,1000000,1434,294,380
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,6,2018,10953661.62,1643049.24,1664096.42,1664096.42,13116986.96,14281854.46,3884952.43,814680.66,6774905.05,9436893.71,10134222.59,10,5460926.68,1000000,2282,246,1731
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,7,2019,12340641.29,1851096.19,970606.58,970606.58,13602429.85,14281854.46,3702679.46,579946.72,9685343.92,9613875.65,10332351.01,19,4000216.29,1000000,1793,132,1088
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,8,2020,13371217.9,2005682.68,455318.28,455318.28,13963131.66,14281854.46,2739409.79,283613.53,9049239.92,10064357.76,9597897.64,18,5931345.18,1000000,751,256,1662
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,9,2021,12256954.42,1838543.16,1012450.02,1012450.02,13573139.45,14281854.46,3446384.56,741625.15,7967512.41,8287082.67,9987369.59,3,7040383.52,1000000,1495,116,1855
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,10,2022,12538730.64,1880809.6,871561.91,871561.91,13671761.12,14281854.46,2683430.03,556097.14,8150344.72,9324773.36,10941349.13,14,3708349.28,1000000,2423,413,1491
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,11,2023,13984319.04,2097647.86,148767.71,148767.71,14177717.06,14281854.46,4207841.08,113358.48,11111833.63,9881757.6,10239081.52,18,6051975.28,1000000,2943,130,798
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2012,12,2024,13432125.2,2014818.78,424864.63,424864.63,13984449.22,14281854.46,3295546.0,333890.09,9221463.94,8395118.9,10961946.84,3,5425665.77,1000000,2451,438,2083
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,0,2013,2433172.59,364975.89,7288647.14,7288647.14,11908413.87,17010466.87,501301.53,3765263.89,1911445.44,9368328.16,11264343.02,4,7667966.31,1000000,2525,315,1986
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,1,2014,5061592.06,759238.81,5974437.41,5974437.41,12828360.69,17010466.87,1674723.65,3189020.56,3559283.79,8450758.15,10414196.89,11,4113359.78,1000000,2373,59,1913
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,2,2015,7430384.44,1114557.67,4790041.21,4790041.21,13657438.02,17010466.87,2936865.07,3766260.24,5688202.03,8829550.21,11708651.84,6,5646366.8,1000000,1361,499,1752
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,3,2016,9207713.66,1381157.05,3901376.6,3901376.6,14279503.25,17010466.87,1924191.73,2394707.68,5658714.59,10857902.03,12558171.57,3,5202159.72,1000000,2550,65,1642
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,4,2017,11284563.59,1692684.54,2862951.64,2862951.64,15006400.72,17010466.87,2782856.9,1448939.9,7479710.09,11395895.52,10923071.76,11,6274044.8,1000000,2124,340,341
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,5,2018,11896911.97,1784536.79,2556777.45,2556777.45,15220722.65,17010466.87,3057595.42,1263540.29,8672859.94,10735872.63,12660207.17,3,4524495.54,1000000,991,428,659
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,6,2019,12673216.89,1900982.53,2168624.99,2168624.99,15492429.38,17010466.87,4259492.45,967080.06,8228226.04,10242621.85,12746970.57,19,6596106.95,1000000,2705,424,90
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,7,2020,13819772.55,2072965.88,1595347.16,1595347.16,15893723.86,17010466.87,4416489.22,1090035.62,9366757.71,10318055.85,12516242.91,5,6519556.73,1000000,2806,86,1945
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,8,2021,14244698.57,2136704.79,1382884.15,1382884.15,16042447.97,17010466.87,4748269.82,823379.14,10693121.89,10237384.03,11084756.49,18,6174694.38,1000000,1293,209,2457
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,9,2022,15609608.63,2341441.29,700429.12,700429.12,16520166.49,17010466.87,4328124.17,489189.03,11128875.35,12258861.75,10727667.81,15,7122222.75,1000000,901,115,1386
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,10,2023,15819122.31,2372868.35,595672.28,595672.28,16593496.27,17010466.87,3270660.28,294140.96,9572962.09,11472326.9,11314953.5,10,8441186.78,1000000,2435,416,1337
2025-11-30,549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Products Liability,2013,11,2024,16993644.33,2549046.65,8411.27,8411.27,17004578.98,17010466.87,6204960.25,5050.52,12939258.18,11110348.59,12113661.96,14,5407209.27,1000000,1510,55,2476
